typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,1613628049,1613628049,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,14237082.38,14237082.38,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,16670982.45,16670982.45,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,32485207.79,32485207.79,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,15071098.82,15071098.82,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,15919600.56,15919600.56,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,7810878.546,7810878.546,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,2379748590,2379748590,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,908179954.3,908179954.3,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,1151683454,1151683454,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,2269131952,2269131952,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,1442987855,1442987855,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,977513907.9,977513907.9,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,968710628.8,968710628.8,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,2868276680,2868276680,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,2132272146,2132272146,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,2250677781,2250677781,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,3786147047,3786147047,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,830505815.9,830505815.9,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,494377116,494377116,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,751276071.4,751276071.4,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,175944502.6,175944502.6,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,603217174.7,603217174.7,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,239052735.1,239052735.1,0,FALSE,TRUE
C,A,20150101,2015,52,2015,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,135379023,135379023,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,2838855580,2838855580,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,461019.667,461019.667,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,,FALSE,,715925779,715925779,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,,FALSE,,636984109.9,636984109.9,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,2322820222,2322820222,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,215024278.4,215024278.4,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,29,Organic chemicals,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,142396567.1,142396567.1,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,29,Organic chemicals,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,64146014.08,64146014.08,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,29,Organic chemicals,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,76534554.92,76534554.92,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,29,Organic chemicals,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,1009639325,1009639325,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,29,Organic chemicals,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,175270364.3,175270364.3,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,29,Organic chemicals,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,22562503.64,22562503.64,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,136460494.3,136460494.3,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,13422194.41,13422194.41,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,181959151.4,181959151.4,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,40866121.83,40866121.83,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,214479972,214479972,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,66580754.83,66580754.83,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,38,Chemical products n.e.c.,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,,FALSE,,104535606.4,104535606.4,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,38,Chemical products n.e.c.,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,36987631.03,36987631.03,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,38,Chemical products n.e.c.,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,,FALSE,,72421091.78,72421091.78,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,38,Chemical products n.e.c.,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,229726689.1,229726689.1,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,38,Chemical products n.e.c.,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,205462414.8,205462414.8,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,38,Chemical products n.e.c.,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,,FALSE,,93333621.95,93333621.95,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,39,Plastics and articles thereof,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,208388654.7,208388654.7,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,39,Plastics and articles thereof,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,48882399.83,48882399.83,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,39,Plastics and articles thereof,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,322989976.7,322989976.7,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,39,Plastics and articles thereof,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,808923955.1,808923955.1,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,39,Plastics and articles thereof,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,851417212.1,851417212.1,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,39,Plastics and articles thereof,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,91790197.77,91790197.77,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,201633604,201633604,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,51758308.11,51758308.11,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,78819327.58,78819327.58,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,578889345.3,578889345.3,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,15022603.07,15022603.07,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,1274395904,1274395904,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,14859158.37,14859158.37,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,24044630,24044630,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,34721481.75,34721481.75,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,19439530.14,19439530.14,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,17592183.69,17592183.69,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,784,ARE,United Arab Emirates,0,W00,World,H4,HS,TRUE,83,Metal; miscellaneous products of base metal,2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,3762925.25,3762925.25,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,36,AUS,Australia,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,1540302715,1540302715,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,276,DEU,Germany,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,974429112.7,974429112.7,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,608,PHL,Philippines,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,1180154505,1180154505,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,699,IND,India,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,2074332010,2074332010,0,FALSE,TRUE
C,A,20160101,2016,52,2016,702,SGP,Singapore,X,Export,704,VNM,Viet Nam,0,W00,World,H4,HS,TRUE,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,TRUE,,FALSE,,1222959018,1222959018,0,FALSE,TRUE
