typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","224605356.988","0","224605356.988","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","8826691.042","0","8826691.042","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","62534062.634","0","62534062.634","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","29139788.327","0","29139788.327","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","212331756.175","0","212331756.175","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1426319017.619","0","1426319017.619","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","206295648.45","0","206295648.45","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1283657.437","0","1283657.437","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","856841833.925","0","856841833.925","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","14009749.039","0","14009749.039","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","518148639.023","0","518148639.023","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2695580.103","0","2695580.103","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","27968966.187","0","27968966.187","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1001052.911","0","1001052.911","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","5797401.945","0","5797401.945","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","6567656.257","0","6567656.257","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","84599.808","0","84599.808","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","173269022.909","0","173269022.909","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2243084683.499","0","2243084683.499","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","290261798.655","0","290261798.655","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","480653835.822","0","480653835.822","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","521670273.328","0","521670273.328","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","46220670.454","0","46220670.454","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","135832443.972","0","135832443.972","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1988349545.699","0","1988349545.699","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","6506211512.609","0","6506211512.609","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","298963635.482","0","298963635.482","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1169466987.645","0","1169466987.645","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","22849427.859","0","22849427.859","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","78275820.018","0","78275820.018","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","922203635.853","0","922203635.853","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","307245447.261","0","307245447.261","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","149616356.494","0","149616356.494","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","41489866.216","0","41489866.216","4","false","true",
"C","A","20180101","2018","52","2018","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","7676586.83","0","7676586.83","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2549195899.616",,"2549195899.616","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","40603684.686",,"40603684.686","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","275981555.726",,"275981555.726","0","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2688126314.403",,"2688126314.403","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","382515808.281",,"382515808.281","0","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","10279054378.979",,"10279054378.979","0","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","3019484.708",,"3019484.708","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","264456623.997",,"264456623.997","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","9080250.085",,"9080250.085","0","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","375839985.409",,"375839985.409","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","3120350.589",,"3120350.589","0","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","42269936.617",,"42269936.617","0","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","31225886.079",,"31225886.079","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","186188533.215",,"186188533.215","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","7079244.614",,"7079244.614","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","67274511.669",,"67274511.669","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","6605228.263",,"6605228.263","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","12750908.754",,"12750908.754","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","5896547.973",,"5896547.973","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","176167011.912",,"176167011.912","0","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2383433.922",,"2383433.922","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","56060515.818",,"56060515.818","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","7771139.946",,"7771139.946","0","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1608126.923",,"1608126.923","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","15771860.259",,"15771860.259","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","229951040.92",,"229951040.92","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","7403572.979",,"7403572.979","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","93486758.482",,"93486758.482","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","26159924.483",,"26159924.483","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","132242822.359",,"132242822.359","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1696066933.431",,"1696066933.431","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","65542506.071",,"65542506.071","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1552731.725",,"1552731.725","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","741373314.151",,"741373314.151","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","29270609.317",,"29270609.317","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","621128732.496",,"621128732.496","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","4766735.898",,"4766735.898","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","22793816.987",,"22793816.987","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","984984.09",,"984984.09","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","5402926.693",,"5402926.693","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","7961377.773",,"7961377.773","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H5","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","105837.302",,"105837.302","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","177074906.001",,"177074906.001","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","2432047884.607",,"2432047884.607","4","false","true",
"C","A","20190101","2019","52","2019","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H5","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","382665944.148",,"382665944.148","4","false","true",
