typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","26484925.549",,"26484925.549","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","224774159.074",,"224774159.074","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","8575652.521",,"8575652.521","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","56836992.409",,"56836992.409","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","28953204.739",,"28953204.739","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","318460935.126",,"318460935.126","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","1992409912.841",,"1992409912.841","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","130872632.885",,"130872632.885","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","41377851.963",,"41377851.963","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","538640533.438",,"538640533.438","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","7963709.562",,"7963709.562","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","844223656.102",,"844223656.102","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","2821814.197",,"2821814.197","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","26673110.73",,"26673110.73","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","1283398.727",,"1283398.727","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","19682586.493",,"19682586.493","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","9969352.871",,"9969352.871","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","127181.986",,"127181.986","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","240238575.543",,"240238575.543","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","2283970206.026",,"2283970206.026","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","217592314.608",,"217592314.608","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","286016998.007",,"286016998.007","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","408105823.626",,"408105823.626","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","75854422.341",,"75854422.341","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","68369364.482",,"68369364.482","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","2133817488.24",,"2133817488.24","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","3764244729.425",,"3764244729.425","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","201813530.87",,"201813530.87","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","1098751383.839",,"1098751383.839","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","31988951.836",,"31988951.836","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","98194834.055",,"98194834.055","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","712332637.295",,"712332637.295","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","44814840.956",,"44814840.956","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","139634151.32",,"139634151.32","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","54183457.141",,"54183457.141","0","false","true",
"C","A","20150101","2015","52","2015","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","4793955.853",,"4793955.853","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","718561564.164",,"718561564.164","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","41426395.815",,"41426395.815","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","99482061.738",,"99482061.738","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false",,"false","2847857825.769",,"2847857825.769","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","161431201.715",,"161431201.715","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false",,"false","5550703809.589",,"5550703809.589","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","5335253.355",,"5335253.355","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","255957826.111",,"255957826.111","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","20392266.299",,"20392266.299","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","271443106.385",,"271443106.385","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false",,"false","1712247.817",,"1712247.817","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","29","Organic chemicals","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","37088705.689",,"37088705.689","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","25899619.137",,"25899619.137","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","64211189.097",,"64211189.097","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","8316671.441",,"8316671.441","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","48638881.602",,"48638881.602","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","8440837.119",,"8440837.119","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","8986609.8",,"8986609.8","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","3965413.122",,"3965413.122","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false",,"false","139863438.945",,"139863438.945","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","2476024.275",,"2476024.275","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false",,"false","41588832.684",,"41588832.684","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","8819967.704",,"8819967.704","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","38","Chemical products n.e.c.","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false",,"false","286225.453",,"286225.453","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","20323139.16",,"20323139.16","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","217403778.818",,"217403778.818","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","8056332.385",,"8056332.385","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","49289773.393",,"49289773.393","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","25951271.058",,"25951271.058","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","39","Plastics and articles thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","335494179.087",,"335494179.087","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","1011956293.879",,"1011956293.879","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","163267136.06",,"163267136.06","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","90261006.516",,"90261006.516","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","701344972.135",,"701344972.135","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","12589609.747",,"12589609.747","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","754474138.618",,"754474138.618","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","2790756.249",,"2790756.249","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","21942439.142",,"21942439.142","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","1171729.137",,"1171729.137","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","699","IND","India","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","18787113.542",,"18787113.542","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","7002342.383",,"7002342.383","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","784","ARE","United Arab Emirates","0","W00","World","H4","HS","true","83","Metal; miscellaneous products of base metal","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","132000.72",,"132000.72","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","M","Import","36","AUS","Australia","0","W00","World","H4","HS","true","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof","2","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","222642094.077",,"222642094.077","0","false","true",
