Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD
H6,SGP,44,Singapore,SAU,Saudi Arabia,2022,Import,5,0.003
H6,SGP,44,Singapore,SAU,Saudi Arabia,2023,Export,6,5.954
H6,SGP,44,Singapore,SAU,Saudi Arabia,2023,Import,5,2.878
H6,SGP,44,Singapore,THA,Thailand,2022,Export,6,3806.143
H6,SGP,44,Singapore,THA,Thailand,2022,Import,5,5785.449
H6,SGP,44,Singapore,THA,Thailand,2023,Export,6,3161.95
H6,SGP,44,Singapore,THA,Thailand,2023,Import,5,5718.756
H6,SGP,44,Singapore,USA,United States,2022,Export,6,1919.017
H6,SGP,44,Singapore,USA,United States,2022,Import,5,7224.764
H6,SGP,44,Singapore,USA,United States,2023,Export,6,2198.777
H6,SGP,44,Singapore,USA,United States,2023,Import,5,6186.945
H6,SGP,45,Singapore,CHN,China,2022,Export,6,27.381
H6,SGP,45,Singapore,CHN,China,2022,Import,5,441.098
H6,SGP,45,Singapore,CHN,China,2023,Export,6,1.442
H6,SGP,45,Singapore,CHN,China,2023,Import,5,784.642
H6,SGP,45,Singapore,HKG,"Hong Kong, China",2022,Export,6,0.093
H6,SGP,45,Singapore,HKG,"Hong Kong, China",2022,Import,5,0.645
H6,SGP,45,Singapore,HKG,"Hong Kong, China",2023,Export,6,0.181
H6,SGP,45,Singapore,HKG,"Hong Kong, China",2023,Import,5,1.058
H6,SGP,45,Singapore,IDN,Indonesia,2022,Export,6,124.886
H6,SGP,45,Singapore,IDN,Indonesia,2022,Import,5,6.156
H6,SGP,45,Singapore,IDN,Indonesia,2023,Export,6,209.271
H6,SGP,45,Singapore,IDN,Indonesia,2023,Import,5,0.754
H6,SGP,45,Singapore,JPN,Japan,2022,Export,6,0.031
H6,SGP,45,Singapore,JPN,Japan,2022,Import,5,23.214
H6,SGP,45,Singapore,JPN,Japan,2023,Export,6,0.101
H6,SGP,45,Singapore,JPN,Japan,2023,Import,5,299.262
H6,SGP,45,Singapore,KOR,"Korea, Rep.",2022,Export,6,11.846
H6,SGP,45,Singapore,KOR,"Korea, Rep.",2022,Import,5,1.806
H6,SGP,45,Singapore,KOR,"Korea, Rep.",2023,Export,6,0.257
H6,SGP,45,Singapore,KOR,"Korea, Rep.",2023,Import,5,2.746
H6,SGP,45,Singapore,MYS,Malaysia,2022,Export,6,478.841
H6,SGP,45,Singapore,MYS,Malaysia,2022,Import,5,56.629
H6,SGP,45,Singapore,MYS,Malaysia,2023,Export,6,256.352
H6,SGP,45,Singapore,MYS,Malaysia,2023,Import,5,28.647
H6,SGP,45,Singapore,SAU,Saudi Arabia,2022,Export,6,0.069
H6,SGP,45,Singapore,THA,Thailand,2022,Export,6,77.213
H6,SGP,45,Singapore,THA,Thailand,2022,Import,5,5.077
H6,SGP,45,Singapore,THA,Thailand,2023,Export,6,47.92
H6,SGP,45,Singapore,THA,Thailand,2023,Import,5,76.972
H6,SGP,45,Singapore,USA,United States,2022,Export,6,3.274
H6,SGP,45,Singapore,USA,United States,2022,Import,5,84.994
H6,SGP,45,Singapore,USA,United States,2023,Export,6,9.843
H6,SGP,45,Singapore,USA,United States,2023,Import,5,118.502
H6,SGP,46,Singapore,CHN,China,2022,Export,6,164.733
H6,SGP,46,Singapore,CHN,China,2022,Import,5,2564.921
H6,SGP,46,Singapore,CHN,China,2023,Export,6,11.625
H6,SGP,46,Singapore,CHN,China,2023,Import,5,2728.919
H6,SGP,46,Singapore,HKG,"Hong Kong, China",2022,Export,6,49.905
H6,SGP,46,Singapore,HKG,"Hong Kong, China",2022,Import,5,11.63
H6,SGP,46,Singapore,HKG,"Hong Kong, China",2023,Export,6,58.336
H6,SGP,46,Singapore,HKG,"Hong Kong, China",2023,Import,5,22.874
H6,SGP,46,Singapore,IDN,Indonesia,2022,Export,6,238.5
H6,SGP,46,Singapore,IDN,Indonesia,2022,Import,5,581.341
H6,SGP,46,Singapore,IDN,Indonesia,2023,Export,6,420.635
H6,SGP,46,Singapore,IDN,Indonesia,2023,Import,5,640.832
H6,SGP,46,Singapore,JPN,Japan,2022,Export,6,26.242
H6,SGP,46,Singapore,JPN,Japan,2022,Import,5,174.573
H6,SGP,46,Singapore,JPN,Japan,2023,Export,6,22.359
H6,SGP,46,Singapore,JPN,Japan,2023,Import,5,121.072
H6,SGP,46,Singapore,KOR,"Korea, Rep.",2022,Export,6,2.501
H6,SGP,46,Singapore,KOR,"Korea, Rep.",2022,Import,5,1.479
H6,SGP,46,Singapore,KOR,"Korea, Rep.",2023,Export,6,2.5
H6,SGP,46,Singapore,KOR,"Korea, Rep.",2023,Import,5,5.546
H6,SGP,46,Singapore,MYS,Malaysia,2022,Export,6,140.401
H6,SGP,46,Singapore,MYS,Malaysia,2022,Import,5,250.116
H6,SGP,46,Singapore,MYS,Malaysia,2023,Export,6,212.096
H6,SGP,46,Singapore,MYS,Malaysia,2023,Import,5,153.508
H6,SGP,46,Singapore,SAU,Saudi Arabia,2023,Export,6,0.861
H6,SGP,46,Singapore,THA,Thailand,2022,Export,6,10.108
H6,SGP,46,Singapore,THA,Thailand,2022,Import,5,108.222
H6,SGP,46,Singapore,THA,Thailand,2023,Export,6,31.644
H6,SGP,46,Singapore,THA,Thailand,2023,Import,5,146.256
H6,SGP,46,Singapore,USA,United States,2022,Export,6,198.731
H6,SGP,46,Singapore,USA,United States,2022,Import,5,26.943
H6,SGP,46,Singapore,USA,United States,2023,Export,6,11.312
H6,SGP,46,Singapore,USA,United States,2023,Import,5,79.777
H6,SGP,47,Singapore,CHN,China,2022,Export,6,182143.947
H6,SGP,47,Singapore,CHN,China,2022,Import,5,559.887
H6,SGP,47,Singapore,CHN,China,2023,Export,6,312575.355
H6,SGP,47,Singapore,CHN,China,2023,Import,5,324.342
H6,SGP,47,Singapore,HKG,"Hong Kong, China",2022,Export,6,132.426
H6,SGP,47,Singapore,HKG,"Hong Kong, China",2022,Import,5,668.094
H6,SGP,47,Singapore,HKG,"Hong Kong, China",2023,Export,6,6.329
H6,SGP,47,Singapore,HKG,"Hong Kong, China",2023,Import,5,459.547
H6,SGP,47,Singapore,IDN,Indonesia,2022,Export,6,118247.11
H6,SGP,47,Singapore,IDN,Indonesia,2022,Import,5,58168.295
H6,SGP,47,Singapore,IDN,Indonesia,2023,Export,6,102696.668
H6,SGP,47,Singapore,IDN,Indonesia,2023,Import,5,127416.911
H6,SGP,47,Singapore,JPN,Japan,2022,Export,6,1136.043
H6,SGP,47,Singapore,JPN,Japan,2022,Import,5,35.873
H6,SGP,47,Singapore,JPN,Japan,2023,Export,6,110.837
H6,SGP,47,Singapore,JPN,Japan,2023,Import,5,45.765
H6,SGP,47,Singapore,KOR,"Korea, Rep.",2022,Export,6,3092.746
H6,SGP,47,Singapore,KOR,"Korea, Rep.",2022,Import,5,80.66
H6,SGP,47,Singapore,KOR,"Korea, Rep.",2023,Export,6,2432.358
H6,SGP,47,Singapore,KOR,"Korea, Rep.",2023,Import,5,81.326
H6,SGP,47,Singapore,MYS,Malaysia,2022,Export,6,23387.314
H6,SGP,47,Singapore,MYS,Malaysia,2022,Import,5,4530.831
H6,SGP,47,Singapore,MYS,Malaysia,2023,Export,6,13882.953
H6,SGP,47,Singapore,MYS,Malaysia,2023,Import,5,5545.927
H6,SGP,47,Singapore,SAU,Saudi Arabia,2023,Export,6,5150.482
H6,SGP,47,Singapore,THA,Thailand,2022,Export,6,8990.421
H6,SGP,47,Singapore,THA,Thailand,2022,Import,5,0.037
H6,SGP,47,Singapore,THA,Thailand,2023,Export,6,7138.872
H6,SGP,47,Singapore,THA,Thailand,2023,Import,5,2.063
H6,SGP,47,Singapore,USA,United States,2022,Export,6,95.121
H6,SGP,47,Singapore,USA,United States,2022,Import,5,20821.467
H6,SGP,47,Singapore,USA,United States,2023,Export,6,10.421
H6,SGP,47,Singapore,USA,United States,2023,Import,5,10489.398
H6,SGP,48,Singapore,CHN,China,2022,Export,6,24945.691
H6,SGP,48,Singapore,CHN,China,2022,Import,5,336842.84
H6,SGP,48,Singapore,CHN,China,2023,Export,6,20044.351
H6,SGP,48,Singapore,CHN,China,2023,Import,5,278110.815
H6,SGP,48,Singapore,HKG,"Hong Kong, China",2022,Export,6,18202.109
H6,SGP,48,Singapore,HKG,"Hong Kong, China",2022,Import,5,6795.983
H6,SGP,48,Singapore,HKG,"Hong Kong, China",2023,Export,6,17166.793
H6,SGP,48,Singapore,HKG,"Hong Kong, China",2023,Import,5,5139.009
H6,SGP,48,Singapore,IDN,Indonesia,2022,Export,6,164593.279
H6,SGP,48,Singapore,IDN,Indonesia,2022,Import,5,106096.828
H6,SGP,48,Singapore,IDN,Indonesia,2023,Export,6,167323.018
H6,SGP,48,Singapore,IDN,Indonesia,2023,Import,5,80935.7
H6,SGP,48,Singapore,JPN,Japan,2022,Export,6,13210.246
H6,SGP,48,Singapore,JPN,Japan,2022,Import,5,48676.546
H6,SGP,48,Singapore,JPN,Japan,2023,Export,6,16690.905
H6,SGP,48,Singapore,JPN,Japan,2023,Import,5,48175.079
H6,SGP,48,Singapore,KOR,"Korea, Rep.",2022,Export,6,17293.65
H6,SGP,48,Singapore,KOR,"Korea, Rep.",2022,Import,5,23760.228
H6,SGP,48,Singapore,KOR,"Korea, Rep.",2023,Export,6,42798.013
H6,SGP,48,Singapore,KOR,"Korea, Rep.",2023,Import,5,20922.363
H6,SGP,48,Singapore,MYS,Malaysia,2022,Export,6,100811.775
H6,SGP,48,Singapore,MYS,Malaysia,2022,Import,5,314268.939
H6,SGP,48,Singapore,MYS,Malaysia,2023,Export,6,100431.482
H6,SGP,48,Singapore,MYS,Malaysia,2023,Import,5,295374.362
H6,SGP,48,Singapore,SAU,Saudi Arabia,2022,Export,6,1027.229
H6,SGP,48,Singapore,SAU,Saudi Arabia,2022,Import,5,16.604
H6,SGP,48,Singapore,SAU,Saudi Arabia,2023,Export,6,2006.646
H6,SGP,48,Singapore,SAU,Saudi Arabia,2023,Import,5,22.458
H6,SGP,48,Singapore,THA,Thailand,2022,Export,6,125980.693
H6,SGP,48,Singapore,THA,Thailand,2022,Import,5,32221.478
H6,SGP,48,Singapore,THA,Thailand,2023,Export,6,122679.521
H6,SGP,48,Singapore,THA,Thailand,2023,Import,5,22785.365
H6,SGP,48,Singapore,USA,United States,2022,Export,6,22901.67
H6,SGP,48,Singapore,USA,United States,2022,Import,5,57497.822
H6,SGP,48,Singapore,USA,United States,2023,Export,6,35780.743
H6,SGP,48,Singapore,USA,United States,2023,Import,5,43488.34
H6,SGP,49,Singapore,CHN,China,2022,Export,6,56227.746
H6,SGP,49,Singapore,CHN,China,2022,Import,5,70761.181
H6,SGP,49,Singapore,CHN,China,2023,Export,6,40895.936
H6,SGP,49,Singapore,CHN,China,2023,Import,5,74478.508
H6,SGP,49,Singapore,HKG,"Hong Kong, China",2022,Export,6,20123.177
H6,SGP,49,Singapore,HKG,"Hong Kong, China",2022,Import,5,3684.083
H6,SGP,49,Singapore,HKG,"Hong Kong, China",2023,Export,6,22101.314
H6,SGP,49,Singapore,HKG,"Hong Kong, China",2023,Import,5,6676.017
H6,SGP,49,Singapore,IDN,Indonesia,2022,Export,6,27451.058
H6,SGP,49,Singapore,IDN,Indonesia,2022,Import,5,7234.757
H6,SGP,49,Singapore,IDN,Indonesia,2023,Export,6,28519.872
H6,SGP,49,Singapore,IDN,Indonesia,2023,Import,5,10764.08
H6,SGP,49,Singapore,JPN,Japan,2022,Export,6,64030.473
H6,SGP,49,Singapore,JPN,Japan,2022,Import,5,6661.629
H6,SGP,49,Singapore,JPN,Japan,2023,Export,6,59741.051
H6,SGP,49,Singapore,JPN,Japan,2023,Import,5,6224.134
H6,SGP,49,Singapore,KOR,"Korea, Rep.",2022,Export,6,21904.629
H6,SGP,49,Singapore,KOR,"Korea, Rep.",2022,Import,5,1364.259
H6,SGP,49,Singapore,KOR,"Korea, Rep.",2023,Export,6,20158.518
H6,SGP,49,Singapore,KOR,"Korea, Rep.",2023,Import,5,1567.729
H6,SGP,49,Singapore,MYS,Malaysia,2022,Export,6,42108.287
H6,SGP,49,Singapore,MYS,Malaysia,2022,Import,5,59464.056
H6,SGP,49,Singapore,MYS,Malaysia,2023,Export,6,37154.193
H6,SGP,49,Singapore,MYS,Malaysia,2023,Import,5,69117.558
H6,SGP,49,Singapore,SAU,Saudi Arabia,2022,Export,6,1583.584
H6,SGP,49,Singapore,SAU,Saudi Arabia,2022,Import,5,19.8
H6,SGP,49,Singapore,SAU,Saudi Arabia,2023,Export,6,4588.502
H6,SGP,49,Singapore,SAU,Saudi Arabia,2023,Import,5,9.985
H6,SGP,49,Singapore,THA,Thailand,2022,Export,6,25693.508
H6,SGP,49,Singapore,THA,Thailand,2022,Import,5,1145.098
H6,SGP,49,Singapore,THA,Thailand,2023,Export,6,29894.378
H6,SGP,49,Singapore,THA,Thailand,2023,Import,5,938.43
H6,SGP,49,Singapore,USA,United States,2022,Export,6,29128.525
H6,SGP,49,Singapore,USA,United States,2022,Import,5,59145.654
H6,SGP,49,Singapore,USA,United States,2023,Export,6,25921.223
H6,SGP,49,Singapore,USA,United States,2023,Import,5,73650.491
H6,SGP,50,Singapore,CHN,China,2022,Export,6,242.959
H6,SGP,50,Singapore,CHN,China,2022,Import,5,442.71
H6,SGP,50,Singapore,CHN,China,2023,Export,6,39.807
H6,SGP,50,Singapore,CHN,China,2023,Import,5,599.403
H6,SGP,50,Singapore,HKG,"Hong Kong, China",2022,Export,6,1.989
H6,SGP,50,Singapore,HKG,"Hong Kong, China",2022,Import,5,21.677
H6,SGP,50,Singapore,HKG,"Hong Kong, China",2023,Export,6,21.751
H6,SGP,50,Singapore,HKG,"Hong Kong, China",2023,Import,5,49.826
H6,SGP,50,Singapore,IDN,Indonesia,2022,Export,6,900.708
H6,SGP,50,Singapore,IDN,Indonesia,2022,Import,5,81.734
H6,SGP,50,Singapore,IDN,Indonesia,2023,Export,6,1000.185
H6,SGP,50,Singapore,IDN,Indonesia,2023,Import,5,61.345
H6,SGP,50,Singapore,JPN,Japan,2022,Export,6,327.22
H6,SGP,50,Singapore,JPN,Japan,2022,Import,5,55.649
H6,SGP,50,Singapore,JPN,Japan,2023,Export,6,7.505
H6,SGP,50,Singapore,JPN,Japan,2023,Import,5,22.717
H6,SGP,50,Singapore,KOR,"Korea, Rep.",2022,Import,5,218.45
H6,SGP,50,Singapore,KOR,"Korea, Rep.",2023,Export,6,72.948
H6,SGP,50,Singapore,KOR,"Korea, Rep.",2023,Import,5,162.175
H6,SGP,50,Singapore,MYS,Malaysia,2022,Export,6,1281.797
H6,SGP,50,Singapore,MYS,Malaysia,2022,Import,5,1124.237
H6,SGP,50,Singapore,MYS,Malaysia,2023,Export,6,850.117
H6,SGP,50,Singapore,MYS,Malaysia,2023,Import,5,965.681
H6,SGP,50,Singapore,THA,Thailand,2022,Export,6,12.456
H6,SGP,50,Singapore,THA,Thailand,2022,Import,5,173.796
H6,SGP,50,Singapore,THA,Thailand,2023,Export,6,35.274
H6,SGP,50,Singapore,THA,Thailand,2023,Import,5,64.035
H6,SGP,50,Singapore,USA,United States,2022,Import,5,204.376
H6,SGP,50,Singapore,USA,United States,2023,Export,6,5.45
H6,SGP,50,Singapore,USA,United States,2023,Import,5,45.067
H6,SGP,51,Singapore,CHN,China,2022,Export,6,324.596
H6,SGP,51,Singapore,CHN,China,2022,Import,5,2506.031
H6,SGP,51,Singapore,CHN,China,2023,Export,6,5.591
H6,SGP,51,Singapore,CHN,China,2023,Import,5,2197.632
H6,SGP,51,Singapore,HKG,"Hong Kong, China",2022,Export,6,84.78
H6,SGP,51,Singapore,HKG,"Hong Kong, China",2022,Import,5,120.132
H6,SGP,51,Singapore,HKG,"Hong Kong, China",2023,Export,6,260.213
H6,SGP,51,Singapore,HKG,"Hong Kong, China",2023,Import,5,4.463
H6,SGP,51,Singapore,IDN,Indonesia,2022,Export,6,251.74
H6,SGP,51,Singapore,IDN,Indonesia,2022,Import,5,6.284
H6,SGP,51,Singapore,IDN,Indonesia,2023,Export,6,286.444
H6,SGP,51,Singapore,IDN,Indonesia,2023,Import,5,1.315
H6,SGP,51,Singapore,JPN,Japan,2022,Export,6,2.6
H6,SGP,51,Singapore,JPN,Japan,2022,Import,5,20.868
H6,SGP,51,Singapore,JPN,Japan,2023,Export,6,29.233
H6,SGP,51,Singapore,JPN,Japan,2023,Import,5,28.95
H6,SGP,51,Singapore,KOR,"Korea, Rep.",2022,Export,6,5.559
H6,SGP,51,Singapore,KOR,"Korea, Rep.",2022,Import,5,58.299
H6,SGP,51,Singapore,KOR,"Korea, Rep.",2023,Import,5,1.022
H6,SGP,51,Singapore,MYS,Malaysia,2022,Export,6,127.633
H6,SGP,51,Singapore,MYS,Malaysia,2022,Import,5,12.945
H6,SGP,51,Singapore,MYS,Malaysia,2023,Export,6,255.22
H6,SGP,51,Singapore,MYS,Malaysia,2023,Import,5,29.975
H6,SGP,51,Singapore,SAU,Saudi Arabia,2022,Import,5,0.201
H6,SGP,51,Singapore,THA,Thailand,2022,Export,6,518.397
H6,SGP,51,Singapore,THA,Thailand,2022,Import,5,10.462
H6,SGP,51,Singapore,THA,Thailand,2023,Export,6,960.835
H6,SGP,51,Singapore,THA,Thailand,2023,Import,5,3.588
H6,SGP,51,Singapore,USA,United States,2022,Export,6,0.878
H6,SGP,51,Singapore,USA,United States,2022,Import,5,253.802
H6,SGP,51,Singapore,USA,United States,2023,Import,5,40.326
H6,SGP,52,Singapore,CHN,China,2022,Export,6,87.854
H6,SGP,52,Singapore,CHN,China,2022,Import,5,3278.631
H6,SGP,52,Singapore,CHN,China,2023,Export,6,48.136
H6,SGP,52,Singapore,CHN,China,2023,Import,5,2894.76
H6,SGP,52,Singapore,HKG,"Hong Kong, China",2022,Export,6,51.434
H6,SGP,52,Singapore,HKG,"Hong Kong, China",2022,Import,5,217.113
H6,SGP,52,Singapore,HKG,"Hong Kong, China",2023,Export,6,73.743
H6,SGP,52,Singapore,HKG,"Hong Kong, China",2023,Import,5,293.076
H6,SGP,52,Singapore,IDN,Indonesia,2022,Export,6,3941.659
H6,SGP,52,Singapore,IDN,Indonesia,2022,Import,5,1579.694
H6,SGP,52,Singapore,IDN,Indonesia,2023,Export,6,4529.449
H6,SGP,52,Singapore,IDN,Indonesia,2023,Import,5,1679.247
H6,SGP,52,Singapore,JPN,Japan,2022,Export,6,71.108
H6,SGP,52,Singapore,JPN,Japan,2022,Import,5,611.756
H6,SGP,52,Singapore,JPN,Japan,2023,Export,6,14.834
H6,SGP,52,Singapore,JPN,Japan,2023,Import,5,1025.636
H6,SGP,52,Singapore,KOR,"Korea, Rep.",2022,Export,6,2.671
H6,SGP,52,Singapore,KOR,"Korea, Rep.",2022,Import,5,146
H6,SGP,52,Singapore,KOR,"Korea, Rep.",2023,Export,6,23.1
H6,SGP,52,Singapore,KOR,"Korea, Rep.",2023,Import,5,232.448
H6,SGP,52,Singapore,MYS,Malaysia,2022,Export,6,927.069
H6,SGP,52,Singapore,MYS,Malaysia,2022,Import,5,4344.128
H6,SGP,52,Singapore,MYS,Malaysia,2023,Export,6,2555.556
H6,SGP,52,Singapore,MYS,Malaysia,2023,Import,5,4508.119
H6,SGP,52,Singapore,SAU,Saudi Arabia,2023,Export,6,1.191
H6,SGP,52,Singapore,THA,Thailand,2022,Export,6,1689.129
H6,SGP,52,Singapore,THA,Thailand,2022,Import,5,2552.227
H6,SGP,52,Singapore,THA,Thailand,2023,Export,6,2729.973
H6,SGP,52,Singapore,THA,Thailand,2023,Import,5,3927.687
H6,SGP,52,Singapore,USA,United States,2022,Export,6,74.609
H6,SGP,52,Singapore,USA,United States,2022,Import,5,1985.228
H6,SGP,52,Singapore,USA,United States,2023,Export,6,53.058
H6,SGP,52,Singapore,USA,United States,2023,Import,5,1814.763
H6,SGP,53,Singapore,CHN,China,2022,Export,6,20.867
H6,SGP,53,Singapore,CHN,China,2022,Import,5,229.852
H6,SGP,53,Singapore,CHN,China,2023,Export,6,7.148
H6,SGP,53,Singapore,CHN,China,2023,Import,5,392.644
H6,SGP,53,Singapore,HKG,"Hong Kong, China",2022,Export,6,0.779
H6,SGP,53,Singapore,HKG,"Hong Kong, China",2022,Import,5,0.955
H6,SGP,53,Singapore,HKG,"Hong Kong, China",2023,Export,6,2.008
H6,SGP,53,Singapore,HKG,"Hong Kong, China",2023,Import,5,17.805
H6,SGP,53,Singapore,IDN,Indonesia,2022,Export,6,250.947
H6,SGP,53,Singapore,IDN,Indonesia,2022,Import,5,1275.297
H6,SGP,53,Singapore,IDN,Indonesia,2023,Export,6,342.287
H6,SGP,53,Singapore,IDN,Indonesia,2023,Import,5,16.551
H6,SGP,53,Singapore,JPN,Japan,2022,Import,5,18.728
H6,SGP,53,Singapore,JPN,Japan,2023,Import,5,6.768
H6,SGP,53,Singapore,KOR,"Korea, Rep.",2022,Import,5,0.696
H6,SGP,53,Singapore,KOR,"Korea, Rep.",2023,Export,6,11.555
H6,SGP,53,Singapore,KOR,"Korea, Rep.",2023,Import,5,4.308
H6,SGP,53,Singapore,MYS,Malaysia,2022,Export,6,56.279
H6,SGP,53,Singapore,MYS,Malaysia,2022,Import,5,83.792
H6,SGP,53,Singapore,MYS,Malaysia,2023,Export,6,235.617
H6,SGP,53,Singapore,MYS,Malaysia,2023,Import,5,60.68
H6,SGP,53,Singapore,SAU,Saudi Arabia,2022,Import,5,14.246
H6,SGP,53,Singapore,SAU,Saudi Arabia,2023,Import,5,20.703
H6,SGP,53,Singapore,THA,Thailand,2022,Export,6,2.08
H6,SGP,53,Singapore,THA,Thailand,2022,Import,5,42.057
H6,SGP,53,Singapore,THA,Thailand,2023,Export,6,1.024
H6,SGP,53,Singapore,THA,Thailand,2023,Import,5,36.423
H6,SGP,53,Singapore,USA,United States,2022,Import,5,51.387
H6,SGP,53,Singapore,USA,United States,2023,Export,6,33.449
H6,SGP,53,Singapore,USA,United States,2023,Import,5,41.708
H6,SGP,54,Singapore,CHN,China,2022,Export,6,47965.615
H6,SGP,54,Singapore,CHN,China,2022,Import,5,10476.114
H6,SGP,54,Singapore,CHN,China,2023,Export,6,40158.858
H6,SGP,54,Singapore,CHN,China,2023,Import,5,9143.069
H6,SGP,54,Singapore,HKG,"Hong Kong, China",2022,Export,6,508.017
H6,SGP,54,Singapore,HKG,"Hong Kong, China",2022,Import,5,206.78
H6,SGP,54,Singapore,HKG,"Hong Kong, China",2023,Export,6,251.223
H6,SGP,54,Singapore,HKG,"Hong Kong, China",2023,Import,5,814.261
H6,SGP,54,Singapore,IDN,Indonesia,2022,Export,6,33381.42
H6,SGP,54,Singapore,IDN,Indonesia,2022,Import,5,1702.151
H6,SGP,54,Singapore,IDN,Indonesia,2023,Export,6,23518.913
H6,SGP,54,Singapore,IDN,Indonesia,2023,Import,5,1444.205
H6,SGP,54,Singapore,JPN,Japan,2022,Export,6,40.203
H6,SGP,54,Singapore,JPN,Japan,2022,Import,5,7113.114
H6,SGP,54,Singapore,JPN,Japan,2023,Export,6,4.567
H6,SGP,54,Singapore,JPN,Japan,2023,Import,5,8097.703
H6,SGP,54,Singapore,KOR,"Korea, Rep.",2022,Export,6,1505.271
H6,SGP,54,Singapore,KOR,"Korea, Rep.",2022,Import,5,1179.11
H6,SGP,54,Singapore,KOR,"Korea, Rep.",2023,Export,6,1290.508
H6,SGP,54,Singapore,KOR,"Korea, Rep.",2023,Import,5,1772.893
H6,SGP,54,Singapore,MYS,Malaysia,2022,Export,6,6207.708
H6,SGP,54,Singapore,MYS,Malaysia,2022,Import,5,7478.853
H6,SGP,54,Singapore,MYS,Malaysia,2023,Export,6,6977.078
H6,SGP,54,Singapore,MYS,Malaysia,2023,Import,5,4838.873
H6,SGP,54,Singapore,SAU,Saudi Arabia,2022,Export,6,1777.62
H6,SGP,54,Singapore,SAU,Saudi Arabia,2023,Export,6,1356.164
H6,SGP,54,Singapore,THA,Thailand,2022,Export,6,9826.34
H6,SGP,54,Singapore,THA,Thailand,2022,Import,5,11534.985
H6,SGP,54,Singapore,THA,Thailand,2023,Export,6,12411.175
H6,SGP,54,Singapore,THA,Thailand,2023,Import,5,11232.624
H6,SGP,54,Singapore,USA,United States,2022,Export,6,294.144
H6,SGP,54,Singapore,USA,United States,2022,Import,5,3910.367
H6,SGP,54,Singapore,USA,United States,2023,Export,6,519.335
H6,SGP,54,Singapore,USA,United States,2023,Import,5,4858.278
H6,SGP,55,Singapore,CHN,China,2022,Export,6,4477.223
H6,SGP,55,Singapore,CHN,China,2022,Import,5,5843.222
H6,SGP,55,Singapore,CHN,China,2023,Export,6,1267.025
H6,SGP,55,Singapore,CHN,China,2023,Import,5,6567.877
H6,SGP,55,Singapore,HKG,"Hong Kong, China",2022,Export,6,310.069
H6,SGP,55,Singapore,HKG,"Hong Kong, China",2022,Import,5,131.415
H6,SGP,55,Singapore,HKG,"Hong Kong, China",2023,Export,6,474.928
H6,SGP,55,Singapore,HKG,"Hong Kong, China",2023,Import,5,55.04
H6,SGP,55,Singapore,IDN,Indonesia,2022,Export,6,10659.302
H6,SGP,55,Singapore,IDN,Indonesia,2022,Import,5,133724.774
H6,SGP,55,Singapore,IDN,Indonesia,2023,Export,6,14975.574
H6,SGP,55,Singapore,IDN,Indonesia,2023,Import,5,67814.948
H6,SGP,55,Singapore,JPN,Japan,2022,Export,6,0.725
H6,SGP,55,Singapore,JPN,Japan,2022,Import,5,17679.566
H6,SGP,55,Singapore,JPN,Japan,2023,Export,6,42.073
H6,SGP,55,Singapore,JPN,Japan,2023,Import,5,18119.382
H6,SGP,55,Singapore,KOR,"Korea, Rep.",2022,Export,6,301.903
H6,SGP,55,Singapore,KOR,"Korea, Rep.",2022,Import,5,213.529
H6,SGP,55,Singapore,KOR,"Korea, Rep.",2023,Export,6,24.763
H6,SGP,55,Singapore,KOR,"Korea, Rep.",2023,Import,5,4273.622
H6,SGP,55,Singapore,MYS,Malaysia,2022,Export,6,3074.457
H6,SGP,55,Singapore,MYS,Malaysia,2022,Import,5,11746.93
H6,SGP,55,Singapore,MYS,Malaysia,2023,Export,6,2764.634
H6,SGP,55,Singapore,MYS,Malaysia,2023,Import,5,6415.884
H6,SGP,55,Singapore,THA,Thailand,2022,Export,6,1379.991
H6,SGP,55,Singapore,THA,Thailand,2022,Import,5,4196.811
H6,SGP,55,Singapore,THA,Thailand,2023,Export,6,241.922
H6,SGP,55,Singapore,THA,Thailand,2023,Import,5,3382.956
H6,SGP,55,Singapore,USA,United States,2022,Export,6,618.21
H6,SGP,55,Singapore,USA,United States,2022,Import,5,12051.241
H6,SGP,55,Singapore,USA,United States,2023,Export,6,109.642
H6,SGP,55,Singapore,USA,United States,2023,Import,5,11279.482
H6,SGP,56,Singapore,CHN,China,2022,Export,6,1961.347
H6,SGP,56,Singapore,CHN,China,2022,Import,5,29933.69
H6,SGP,56,Singapore,CHN,China,2023,Export,6,858.582
H6,SGP,56,Singapore,CHN,China,2023,Import,5,27495.589
H6,SGP,56,Singapore,HKG,"Hong Kong, China",2022,Export,6,398.076
H6,SGP,56,Singapore,HKG,"Hong Kong, China",2022,Import,5,372.556
H6,SGP,56,Singapore,HKG,"Hong Kong, China",2023,Export,6,441.271
H6,SGP,56,Singapore,HKG,"Hong Kong, China",2023,Import,5,126.699
H6,SGP,56,Singapore,IDN,Indonesia,2022,Export,6,25880.732
H6,SGP,56,Singapore,IDN,Indonesia,2022,Import,5,3257.329
H6,SGP,56,Singapore,IDN,Indonesia,2023,Export,6,30482.25
H6,SGP,56,Singapore,IDN,Indonesia,2023,Import,5,7901.95
H6,SGP,56,Singapore,JPN,Japan,2022,Export,6,787.468
H6,SGP,56,Singapore,JPN,Japan,2022,Import,5,7117.852
