Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD
H6,SGP,91,Singapore,MYS,Malaysia,2023,Export,6,477741.105
H6,SGP,91,Singapore,MYS,Malaysia,2023,Import,5,150488.293
H6,SGP,91,Singapore,SAU,Saudi Arabia,2022,Export,6,243.219
H6,SGP,91,Singapore,SAU,Saudi Arabia,2022,Import,5,0.381
H6,SGP,91,Singapore,SAU,Saudi Arabia,2023,Export,6,187.985
H6,SGP,91,Singapore,SAU,Saudi Arabia,2023,Import,5,1.641
H6,SGP,91,Singapore,THA,Thailand,2022,Export,6,298174.354
H6,SGP,91,Singapore,THA,Thailand,2022,Import,5,7995.193
H6,SGP,91,Singapore,THA,Thailand,2023,Export,6,338547.573
H6,SGP,91,Singapore,THA,Thailand,2023,Import,5,7295.793
H6,SGP,91,Singapore,USA,United States,2022,Export,6,62173.417
H6,SGP,91,Singapore,USA,United States,2022,Import,5,10203.468
H6,SGP,91,Singapore,USA,United States,2023,Export,6,63176.401
H6,SGP,91,Singapore,USA,United States,2023,Import,5,10632.787
H6,SGP,92,Singapore,CHN,China,2022,Export,6,2687.689
H6,SGP,92,Singapore,CHN,China,2022,Import,5,13438.572
H6,SGP,92,Singapore,CHN,China,2023,Export,6,1798.634
H6,SGP,92,Singapore,CHN,China,2023,Import,5,13037.693
H6,SGP,92,Singapore,HKG,"Hong Kong, China",2022,Export,6,746.75
H6,SGP,92,Singapore,HKG,"Hong Kong, China",2022,Import,5,223.897
H6,SGP,92,Singapore,HKG,"Hong Kong, China",2023,Export,6,1054.535
H6,SGP,92,Singapore,HKG,"Hong Kong, China",2023,Import,5,41.252
H6,SGP,92,Singapore,IDN,Indonesia,2022,Export,6,7512.512
H6,SGP,92,Singapore,IDN,Indonesia,2022,Import,5,9801.791
H6,SGP,92,Singapore,IDN,Indonesia,2023,Export,6,9229.477
H6,SGP,92,Singapore,IDN,Indonesia,2023,Import,5,8121.137
H6,SGP,92,Singapore,JPN,Japan,2022,Export,6,1456.548
H6,SGP,92,Singapore,JPN,Japan,2022,Import,5,12354.984
H6,SGP,92,Singapore,JPN,Japan,2023,Export,6,62.326
H6,SGP,92,Singapore,JPN,Japan,2023,Import,5,12500.206
H6,SGP,92,Singapore,KOR,"Korea, Rep.",2022,Export,6,3.103
H6,SGP,92,Singapore,KOR,"Korea, Rep.",2022,Import,5,278.861
H6,SGP,92,Singapore,KOR,"Korea, Rep.",2023,Export,6,178.001
H6,SGP,92,Singapore,KOR,"Korea, Rep.",2023,Import,5,249.972
H6,SGP,92,Singapore,MYS,Malaysia,2022,Export,6,5134.678
H6,SGP,92,Singapore,MYS,Malaysia,2022,Import,5,2321.304
H6,SGP,92,Singapore,MYS,Malaysia,2023,Export,6,5146.274
H6,SGP,92,Singapore,MYS,Malaysia,2023,Import,5,1970.693
H6,SGP,92,Singapore,SAU,Saudi Arabia,2023,Import,5,2.403
H6,SGP,92,Singapore,THA,Thailand,2022,Export,6,263.503
H6,SGP,92,Singapore,THA,Thailand,2022,Import,5,123.105
H6,SGP,92,Singapore,THA,Thailand,2023,Export,6,539.878
H6,SGP,92,Singapore,THA,Thailand,2023,Import,5,152.607
H6,SGP,92,Singapore,USA,United States,2022,Export,6,900.305
H6,SGP,92,Singapore,USA,United States,2022,Import,5,10509.491
H6,SGP,92,Singapore,USA,United States,2023,Export,6,323.876
H6,SGP,92,Singapore,USA,United States,2023,Import,5,13255.371
H6,SGP,93,Singapore,CHN,China,2022,Import,5,14.932
H6,SGP,93,Singapore,CHN,China,2023,Import,5,76.297
H6,SGP,93,Singapore,IDN,Indonesia,2022,Export,6,42.561
H6,SGP,93,Singapore,JPN,Japan,2022,Export,6,0.101
H6,SGP,93,Singapore,JPN,Japan,2022,Import,5,11.79
H6,SGP,93,Singapore,KOR,"Korea, Rep.",2022,Export,6,21.392
H6,SGP,93,Singapore,KOR,"Korea, Rep.",2022,Import,5,4.192
H6,SGP,93,Singapore,KOR,"Korea, Rep.",2023,Export,6,13.097
H6,SGP,93,Singapore,MYS,Malaysia,2022,Export,6,65.938
H6,SGP,93,Singapore,MYS,Malaysia,2023,Export,6,4.468
H6,SGP,93,Singapore,THA,Thailand,2023,Export,6,0.946
H6,SGP,93,Singapore,USA,United States,2022,Export,6,1508.972
H6,SGP,93,Singapore,USA,United States,2022,Import,5,317.66
H6,SGP,93,Singapore,USA,United States,2023,Export,6,43.389
H6,SGP,93,Singapore,USA,United States,2023,Import,5,2276.255
H6,SGP,94,Singapore,CHN,China,2022,Export,6,20573.048
H6,SGP,94,Singapore,CHN,China,2022,Import,5,578521.872
H6,SGP,94,Singapore,CHN,China,2023,Export,6,22301.807
H6,SGP,94,Singapore,CHN,China,2023,Import,5,603697.23
H6,SGP,94,Singapore,HKG,"Hong Kong, China",2022,Export,6,9828.894
H6,SGP,94,Singapore,HKG,"Hong Kong, China",2022,Import,5,3659.552
H6,SGP,94,Singapore,HKG,"Hong Kong, China",2023,Export,6,9135.74
H6,SGP,94,Singapore,HKG,"Hong Kong, China",2023,Import,5,4547.886
H6,SGP,94,Singapore,IDN,Indonesia,2022,Export,6,49133.227
H6,SGP,94,Singapore,IDN,Indonesia,2022,Import,5,54661.816
H6,SGP,94,Singapore,IDN,Indonesia,2023,Export,6,64631.365
H6,SGP,94,Singapore,IDN,Indonesia,2023,Import,5,55107.84
H6,SGP,94,Singapore,JPN,Japan,2022,Export,6,12717.413
H6,SGP,94,Singapore,JPN,Japan,2022,Import,5,21773.271
H6,SGP,94,Singapore,JPN,Japan,2023,Export,6,20957.002
H6,SGP,94,Singapore,JPN,Japan,2023,Import,5,21715.274
H6,SGP,94,Singapore,KOR,"Korea, Rep.",2022,Export,6,9080.663
H6,SGP,94,Singapore,KOR,"Korea, Rep.",2022,Import,5,6701.433
H6,SGP,94,Singapore,KOR,"Korea, Rep.",2023,Export,6,15757.408
H6,SGP,94,Singapore,KOR,"Korea, Rep.",2023,Import,5,10683.845
H6,SGP,94,Singapore,MYS,Malaysia,2022,Export,6,34506.949
H6,SGP,94,Singapore,MYS,Malaysia,2022,Import,5,258506.328
H6,SGP,94,Singapore,MYS,Malaysia,2023,Export,6,33089.256
H6,SGP,94,Singapore,MYS,Malaysia,2023,Import,5,292976.785
H6,SGP,94,Singapore,SAU,Saudi Arabia,2022,Export,6,1841.446
H6,SGP,94,Singapore,SAU,Saudi Arabia,2022,Import,5,4.001
H6,SGP,94,Singapore,SAU,Saudi Arabia,2023,Export,6,1628.147
H6,SGP,94,Singapore,SAU,Saudi Arabia,2023,Import,5,1200.774
H6,SGP,94,Singapore,THA,Thailand,2022,Export,6,12618.558
H6,SGP,94,Singapore,THA,Thailand,2022,Import,5,14566.948
H6,SGP,94,Singapore,THA,Thailand,2023,Export,6,16823.243
H6,SGP,94,Singapore,THA,Thailand,2023,Import,5,14593.531
H6,SGP,94,Singapore,USA,United States,2022,Export,6,54741.826
H6,SGP,94,Singapore,USA,United States,2022,Import,5,77714.253
H6,SGP,94,Singapore,USA,United States,2023,Export,6,71231.689
H6,SGP,94,Singapore,USA,United States,2023,Import,5,76028.808
H6,SGP,95,Singapore,CHN,China,2022,Export,6,33679.301
H6,SGP,95,Singapore,CHN,China,2022,Import,5,422643.33
H6,SGP,95,Singapore,CHN,China,2023,Export,6,27572.227
H6,SGP,95,Singapore,CHN,China,2023,Import,5,547735.577
H6,SGP,95,Singapore,HKG,"Hong Kong, China",2022,Export,6,37273.412
H6,SGP,95,Singapore,HKG,"Hong Kong, China",2022,Import,5,7608.887
H6,SGP,95,Singapore,HKG,"Hong Kong, China",2023,Export,6,41469.025
H6,SGP,95,Singapore,HKG,"Hong Kong, China",2023,Import,5,7130.974
H6,SGP,95,Singapore,IDN,Indonesia,2022,Export,6,141866.024
H6,SGP,95,Singapore,IDN,Indonesia,2022,Import,5,53927.724
H6,SGP,95,Singapore,IDN,Indonesia,2023,Export,6,150706.845
H6,SGP,95,Singapore,IDN,Indonesia,2023,Import,5,48958.048
H6,SGP,95,Singapore,JPN,Japan,2022,Export,6,15847.769
H6,SGP,95,Singapore,JPN,Japan,2022,Import,5,125563.413
H6,SGP,95,Singapore,JPN,Japan,2023,Export,6,13967.42
H6,SGP,95,Singapore,JPN,Japan,2023,Import,5,208340.554
H6,SGP,95,Singapore,KOR,"Korea, Rep.",2022,Export,6,1863.749
H6,SGP,95,Singapore,KOR,"Korea, Rep.",2022,Import,5,10498.686
H6,SGP,95,Singapore,KOR,"Korea, Rep.",2023,Export,6,3549.874
H6,SGP,95,Singapore,KOR,"Korea, Rep.",2023,Import,5,10230.842
H6,SGP,95,Singapore,MYS,Malaysia,2022,Export,6,107265.877
H6,SGP,95,Singapore,MYS,Malaysia,2022,Import,5,84969.562
H6,SGP,95,Singapore,MYS,Malaysia,2023,Export,6,129077.436
H6,SGP,95,Singapore,MYS,Malaysia,2023,Import,5,85954.451
H6,SGP,95,Singapore,SAU,Saudi Arabia,2022,Export,6,199.153
H6,SGP,95,Singapore,SAU,Saudi Arabia,2022,Import,5,82.95
H6,SGP,95,Singapore,SAU,Saudi Arabia,2023,Export,6,229.382
H6,SGP,95,Singapore,SAU,Saudi Arabia,2023,Import,5,97.499
H6,SGP,95,Singapore,THA,Thailand,2022,Export,6,30393.985
H6,SGP,95,Singapore,THA,Thailand,2022,Import,5,15387.837
H6,SGP,95,Singapore,THA,Thailand,2023,Export,6,58211.624
H6,SGP,95,Singapore,THA,Thailand,2023,Import,5,13969.404
H6,SGP,95,Singapore,USA,United States,2022,Export,6,56800.715
H6,SGP,95,Singapore,USA,United States,2022,Import,5,62035.464
H6,SGP,95,Singapore,USA,United States,2023,Export,6,97188.824
H6,SGP,95,Singapore,USA,United States,2023,Import,5,89727.031
H6,SGP,96,Singapore,CHN,China,2022,Export,6,14116.337
H6,SGP,96,Singapore,CHN,China,2022,Import,5,100104.238
H6,SGP,96,Singapore,CHN,China,2023,Export,6,8454.488
H6,SGP,96,Singapore,CHN,China,2023,Import,5,97428.823
H6,SGP,96,Singapore,HKG,"Hong Kong, China",2022,Export,6,10807.453
H6,SGP,96,Singapore,HKG,"Hong Kong, China",2022,Import,5,1757.834
H6,SGP,96,Singapore,HKG,"Hong Kong, China",2023,Export,6,8077.069
H6,SGP,96,Singapore,HKG,"Hong Kong, China",2023,Import,5,2635.772
H6,SGP,96,Singapore,IDN,Indonesia,2022,Export,6,28698.17
H6,SGP,96,Singapore,IDN,Indonesia,2022,Import,5,19177.487
H6,SGP,96,Singapore,IDN,Indonesia,2023,Export,6,36883.333
H6,SGP,96,Singapore,IDN,Indonesia,2023,Import,5,18085.601
H6,SGP,96,Singapore,JPN,Japan,2022,Export,6,5980.845
H6,SGP,96,Singapore,JPN,Japan,2022,Import,5,53863.171
H6,SGP,96,Singapore,JPN,Japan,2023,Export,6,5986.463
H6,SGP,96,Singapore,JPN,Japan,2023,Import,5,45129.558
H6,SGP,96,Singapore,KOR,"Korea, Rep.",2022,Export,6,19234.551
H6,SGP,96,Singapore,KOR,"Korea, Rep.",2022,Import,5,5450.922
H6,SGP,96,Singapore,KOR,"Korea, Rep.",2023,Export,6,16166.35
H6,SGP,96,Singapore,KOR,"Korea, Rep.",2023,Import,5,3699.005
H6,SGP,96,Singapore,MYS,Malaysia,2022,Export,6,42709.782
H6,SGP,96,Singapore,MYS,Malaysia,2022,Import,5,58467.734
H6,SGP,96,Singapore,MYS,Malaysia,2023,Export,6,20415.721
H6,SGP,96,Singapore,MYS,Malaysia,2023,Import,5,56249.141
H6,SGP,96,Singapore,SAU,Saudi Arabia,2022,Export,6,471.939
H6,SGP,96,Singapore,SAU,Saudi Arabia,2022,Import,5,33.236
H6,SGP,96,Singapore,SAU,Saudi Arabia,2023,Export,6,474.394
H6,SGP,96,Singapore,SAU,Saudi Arabia,2023,Import,5,21.778
H6,SGP,96,Singapore,THA,Thailand,2022,Export,6,13254.923
H6,SGP,96,Singapore,THA,Thailand,2022,Import,5,13428.094
H6,SGP,96,Singapore,THA,Thailand,2023,Export,6,10588.224
H6,SGP,96,Singapore,THA,Thailand,2023,Import,5,12992.477
H6,SGP,96,Singapore,USA,United States,2022,Export,6,7522.037
H6,SGP,96,Singapore,USA,United States,2022,Import,5,25023.281
H6,SGP,96,Singapore,USA,United States,2023,Export,6,4862.366
H6,SGP,96,Singapore,USA,United States,2023,Import,5,20070.401
H6,SGP,97,Singapore,CHN,China,2022,Export,6,22131.101
H6,SGP,97,Singapore,CHN,China,2022,Import,5,37098.468
H6,SGP,97,Singapore,CHN,China,2023,Export,6,251544.979
H6,SGP,97,Singapore,CHN,China,2023,Import,5,40983.049
H6,SGP,97,Singapore,HKG,"Hong Kong, China",2022,Export,6,210682.401
H6,SGP,97,Singapore,HKG,"Hong Kong, China",2022,Import,5,62474.761
H6,SGP,97,Singapore,HKG,"Hong Kong, China",2023,Export,6,334728.911
H6,SGP,97,Singapore,HKG,"Hong Kong, China",2023,Import,5,158915.437
H6,SGP,97,Singapore,IDN,Indonesia,2022,Export,6,6980.616
H6,SGP,97,Singapore,IDN,Indonesia,2022,Import,5,17681.096
H6,SGP,97,Singapore,IDN,Indonesia,2023,Export,6,10147.039
H6,SGP,97,Singapore,IDN,Indonesia,2023,Import,5,8758.459
H6,SGP,97,Singapore,JPN,Japan,2022,Export,6,2149.522
H6,SGP,97,Singapore,JPN,Japan,2022,Import,5,80785.181
H6,SGP,97,Singapore,JPN,Japan,2023,Export,6,18004.706
H6,SGP,97,Singapore,JPN,Japan,2023,Import,5,77009.452
H6,SGP,97,Singapore,KOR,"Korea, Rep.",2022,Export,6,12805.992
H6,SGP,97,Singapore,KOR,"Korea, Rep.",2022,Import,5,12112.362
H6,SGP,97,Singapore,KOR,"Korea, Rep.",2023,Export,6,29155.728
H6,SGP,97,Singapore,KOR,"Korea, Rep.",2023,Import,5,11988.735
H6,SGP,97,Singapore,MYS,Malaysia,2022,Export,6,5835.215
H6,SGP,97,Singapore,MYS,Malaysia,2022,Import,5,2825.669
H6,SGP,97,Singapore,MYS,Malaysia,2023,Export,6,4690.944
H6,SGP,97,Singapore,MYS,Malaysia,2023,Import,5,3785.064
H6,SGP,97,Singapore,SAU,Saudi Arabia,2022,Export,6,131.65
H6,SGP,97,Singapore,SAU,Saudi Arabia,2023,Export,6,28.457
H6,SGP,97,Singapore,THA,Thailand,2022,Export,6,1402.843
H6,SGP,97,Singapore,THA,Thailand,2022,Import,5,2101.858
H6,SGP,97,Singapore,THA,Thailand,2023,Export,6,1052.684
H6,SGP,97,Singapore,THA,Thailand,2023,Import,5,4553.645
H6,SGP,97,Singapore,USA,United States,2022,Export,6,105317.437
H6,SGP,97,Singapore,USA,United States,2022,Import,5,420660.3
H6,SGP,97,Singapore,USA,United States,2023,Export,6,416678.309
H6,SGP,97,Singapore,USA,United States,2023,Import,5,280884.607
H6,SGP,99,Singapore,CHN,China,2022,Export,6,1004770.659
H6,SGP,99,Singapore,CHN,China,2022,Import,5,703266.53
H6,SGP,99,Singapore,CHN,China,2023,Export,6,1191630.149
H6,SGP,99,Singapore,CHN,China,2023,Import,5,486658.585
H6,SGP,99,Singapore,HKG,"Hong Kong, China",2022,Export,6,4474878.498
H6,SGP,99,Singapore,HKG,"Hong Kong, China",2022,Import,5,23312.726
H6,SGP,99,Singapore,HKG,"Hong Kong, China",2023,Export,6,3775079.379
H6,SGP,99,Singapore,HKG,"Hong Kong, China",2023,Import,5,13317.733
H6,SGP,99,Singapore,IDN,Indonesia,2022,Export,6,1206225.731
H6,SGP,99,Singapore,IDN,Indonesia,2022,Import,5,663428.786
H6,SGP,99,Singapore,IDN,Indonesia,2023,Export,6,773929.154
H6,SGP,99,Singapore,IDN,Indonesia,2023,Import,5,569232.969
H6,SGP,99,Singapore,JPN,Japan,2022,Export,6,756170.416
H6,SGP,99,Singapore,JPN,Japan,2022,Import,5,444381.43
H6,SGP,99,Singapore,JPN,Japan,2023,Export,6,637306.634
H6,SGP,99,Singapore,JPN,Japan,2023,Import,5,529749.607
H6,SGP,99,Singapore,KOR,"Korea, Rep.",2022,Export,6,493519.686
H6,SGP,99,Singapore,KOR,"Korea, Rep.",2022,Import,5,272549.935
H6,SGP,99,Singapore,KOR,"Korea, Rep.",2023,Export,6,532560.324
H6,SGP,99,Singapore,KOR,"Korea, Rep.",2023,Import,5,409612.091
H6,SGP,99,Singapore,MYS,Malaysia,2022,Export,6,548367.634
H6,SGP,99,Singapore,MYS,Malaysia,2022,Import,5,131590.911
H6,SGP,99,Singapore,MYS,Malaysia,2023,Export,6,498579.423
H6,SGP,99,Singapore,MYS,Malaysia,2023,Import,5,115180.539
H6,SGP,99,Singapore,SAU,Saudi Arabia,2022,Export,6,144591.679
H6,SGP,99,Singapore,SAU,Saudi Arabia,2022,Import,5,15475.219
H6,SGP,99,Singapore,SAU,Saudi Arabia,2023,Export,6,117500.076
H6,SGP,99,Singapore,SAU,Saudi Arabia,2023,Import,5,203.249
H6,SGP,99,Singapore,THA,Thailand,2022,Export,6,154647.6
H6,SGP,99,Singapore,THA,Thailand,2022,Import,5,14954.479
H6,SGP,99,Singapore,THA,Thailand,2023,Export,6,329504.452
H6,SGP,99,Singapore,THA,Thailand,2023,Import,5,20587.074
H6,SGP,99,Singapore,USA,United States,2022,Export,6,219869.88
H6,SGP,99,Singapore,USA,United States,2022,Import,5,236590.918
H6,SGP,99,Singapore,USA,United States,2023,Export,6,200337.668
H6,SGP,99,Singapore,USA,United States,2023,Import,5,255050.26
H6,SGP,04,Singapore,THA,Thailand,2022,Export,6,35612.537
H6,SGP,04,Singapore,THA,Thailand,2022,Import,5,82957.241
H6,SGP,04,Singapore,THA,Thailand,2023,Export,6,44325.769
H6,SGP,04,Singapore,THA,Thailand,2023,Import,5,108585.677
H6,SGP,04,Singapore,USA,United States,2022,Export,6,180.194
H6,SGP,04,Singapore,USA,United States,2022,Import,5,64966.482
H6,SGP,04,Singapore,USA,United States,2023,Export,6,831.815
H6,SGP,04,Singapore,USA,United States,2023,Import,5,46658.082
H6,SGP,05,Singapore,CHN,China,2022,Import,5,6146.006
H6,SGP,05,Singapore,CHN,China,2023,Export,6,73.982
H6,SGP,05,Singapore,CHN,China,2023,Import,5,3136.935
H6,SGP,05,Singapore,HKG,"Hong Kong, China",2022,Export,6,199.813
H6,SGP,05,Singapore,HKG,"Hong Kong, China",2022,Import,5,0.083
H6,SGP,05,Singapore,HKG,"Hong Kong, China",2023,Export,6,295.981
H6,SGP,05,Singapore,HKG,"Hong Kong, China",2023,Import,5,0.544
H6,SGP,05,Singapore,IDN,Indonesia,2022,Export,6,4124.437
H6,SGP,05,Singapore,IDN,Indonesia,2022,Import,5,4930.219
H6,SGP,05,Singapore,IDN,Indonesia,2023,Export,6,454.241
H6,SGP,05,Singapore,IDN,Indonesia,2023,Import,5,4626.272
H6,SGP,05,Singapore,JPN,Japan,2022,Export,6,0.017
H6,SGP,05,Singapore,JPN,Japan,2022,Import,5,1374.141
H6,SGP,05,Singapore,JPN,Japan,2023,Import,5,1806.736
H6,SGP,05,Singapore,KOR,"Korea, Rep.",2022,Export,6,1.161
H6,SGP,05,Singapore,KOR,"Korea, Rep.",2022,Import,5,134.712
H6,SGP,05,Singapore,KOR,"Korea, Rep.",2023,Import,5,205.132
H6,SGP,05,Singapore,MYS,Malaysia,2022,Export,6,600.36
H6,SGP,05,Singapore,MYS,Malaysia,2022,Import,5,42.305
H6,SGP,05,Singapore,MYS,Malaysia,2023,Export,6,684.11
H6,SGP,05,Singapore,MYS,Malaysia,2023,Import,5,102.799
H6,SGP,05,Singapore,THA,Thailand,2022,Export,6,1.537
H6,SGP,05,Singapore,THA,Thailand,2022,Import,5,21.729
H6,SGP,05,Singapore,THA,Thailand,2023,Export,6,0.426
H6,SGP,05,Singapore,THA,Thailand,2023,Import,5,65.977
H6,SGP,05,Singapore,USA,United States,2022,Export,6,8.471
H6,SGP,05,Singapore,USA,United States,2022,Import,5,6134.579
H6,SGP,05,Singapore,USA,United States,2023,Export,6,65.327
H6,SGP,05,Singapore,USA,United States,2023,Import,5,6908.884
H6,SGP,06,Singapore,CHN,China,2022,Export,6,60.756
H6,SGP,06,Singapore,CHN,China,2022,Import,5,21167.819
H6,SGP,06,Singapore,CHN,China,2023,Import,5,16687.131
H6,SGP,06,Singapore,HKG,"Hong Kong, China",2022,Export,6,140.422
H6,SGP,06,Singapore,HKG,"Hong Kong, China",2022,Import,5,0.291
H6,SGP,06,Singapore,HKG,"Hong Kong, China",2023,Export,6,66.525
H6,SGP,06,Singapore,HKG,"Hong Kong, China",2023,Import,5,1.421
H6,SGP,06,Singapore,IDN,Indonesia,2022,Export,6,118.883
H6,SGP,06,Singapore,IDN,Indonesia,2022,Import,5,2043.756
H6,SGP,06,Singapore,IDN,Indonesia,2023,Export,6,97.32
H6,SGP,06,Singapore,IDN,Indonesia,2023,Import,5,1846.28
H6,SGP,06,Singapore,JPN,Japan,2022,Export,6,6014.135
H6,SGP,06,Singapore,JPN,Japan,2022,Import,5,1028.39
H6,SGP,06,Singapore,JPN,Japan,2023,Export,6,3099.74
H6,SGP,06,Singapore,JPN,Japan,2023,Import,5,1050.582
H6,SGP,06,Singapore,KOR,"Korea, Rep.",2022,Export,6,58.456
H6,SGP,06,Singapore,KOR,"Korea, Rep.",2022,Import,5,50.293
H6,SGP,06,Singapore,KOR,"Korea, Rep.",2023,Export,6,52.519
H6,SGP,06,Singapore,KOR,"Korea, Rep.",2023,Import,5,34.065
H6,SGP,06,Singapore,MYS,Malaysia,2022,Export,6,232.679
H6,SGP,06,Singapore,MYS,Malaysia,2022,Import,5,43732.458
H6,SGP,06,Singapore,MYS,Malaysia,2023,Export,6,180.471
H6,SGP,06,Singapore,MYS,Malaysia,2023,Import,5,45951.728
H6,SGP,06,Singapore,SAU,Saudi Arabia,2023,Export,6,39.028
H6,SGP,06,Singapore,THA,Thailand,2022,Export,6,9.07
H6,SGP,06,Singapore,THA,Thailand,2022,Import,5,3246.416
H6,SGP,06,Singapore,THA,Thailand,2023,Export,6,27.297
H6,SGP,06,Singapore,THA,Thailand,2023,Import,5,3216.782
H6,SGP,06,Singapore,USA,United States,2022,Export,6,1494.05
H6,SGP,06,Singapore,USA,United States,2022,Import,5,891.833
H6,SGP,06,Singapore,USA,United States,2023,Export,6,1183.812
H6,SGP,06,Singapore,USA,United States,2023,Import,5,971.674
H6,SGP,07,Singapore,CHN,China,2022,Export,6,39.963
H6,SGP,07,Singapore,CHN,China,2022,Import,5,190100.559
H6,SGP,07,Singapore,CHN,China,2023,Export,6,8.483
H6,SGP,07,Singapore,CHN,China,2023,Import,5,175789.986
H6,SGP,07,Singapore,HKG,"Hong Kong, China",2022,Export,6,333.929
H6,SGP,07,Singapore,HKG,"Hong Kong, China",2022,Import,5,617.038
H6,SGP,07,Singapore,HKG,"Hong Kong, China",2023,Export,6,196.816
H6,SGP,07,Singapore,HKG,"Hong Kong, China",2023,Import,5,1050.888
H6,SGP,07,Singapore,IDN,Indonesia,2022,Export,6,11682.442
H6,SGP,07,Singapore,IDN,Indonesia,2022,Import,5,19937.602
H6,SGP,07,Singapore,IDN,Indonesia,2023,Export,6,10590.431
H6,SGP,07,Singapore,IDN,Indonesia,2023,Import,5,19914.579
H6,SGP,07,Singapore,JPN,Japan,2022,Export,6,0.001
H6,SGP,07,Singapore,JPN,Japan,2022,Import,5,15761.377
H6,SGP,07,Singapore,JPN,Japan,2023,Export,6,0.391
H6,SGP,07,Singapore,JPN,Japan,2023,Import,5,15970.855
H6,SGP,07,Singapore,KOR,"Korea, Rep.",2022,Export,6,78.553
H6,SGP,07,Singapore,KOR,"Korea, Rep.",2022,Import,5,2082.102
H6,SGP,07,Singapore,KOR,"Korea, Rep.",2023,Export,6,74.08
H6,SGP,07,Singapore,KOR,"Korea, Rep.",2023,Import,5,1477.408
H6,SGP,07,Singapore,MYS,Malaysia,2022,Export,6,9664.887
H6,SGP,07,Singapore,MYS,Malaysia,2022,Import,5,213076.861
H6,SGP,07,Singapore,MYS,Malaysia,2023,Export,6,10998.273
H6,SGP,07,Singapore,MYS,Malaysia,2023,Import,5,228638.341
H6,SGP,07,Singapore,SAU,Saudi Arabia,2023,Import,5,0.007
H6,SGP,07,Singapore,THA,Thailand,2022,Export,6,98.946
H6,SGP,07,Singapore,THA,Thailand,2022,Import,5,38802.884
H6,SGP,07,Singapore,THA,Thailand,2023,Export,6,86.17
H6,SGP,07,Singapore,THA,Thailand,2023,Import,5,33613.726
H6,SGP,07,Singapore,USA,United States,2022,Export,6,7.336
H6,SGP,07,Singapore,USA,United States,2022,Import,5,12159.21
H6,SGP,07,Singapore,USA,United States,2023,Export,6,4.564
H6,SGP,07,Singapore,USA,United States,2023,Import,5,11919.232
H6,SGP,08,Singapore,CHN,China,2022,Export,6,8406.941
H6,SGP,08,Singapore,CHN,China,2022,Import,5,97041.477
H6,SGP,08,Singapore,CHN,China,2023,Export,6,13029.019
H6,SGP,08,Singapore,CHN,China,2023,Import,5,107773.542
H6,SGP,08,Singapore,HKG,"Hong Kong, China",2022,Export,6,2809.464
H6,SGP,08,Singapore,HKG,"Hong Kong, China",2022,Import,5,346.981
H6,SGP,08,Singapore,HKG,"Hong Kong, China",2023,Export,6,1541.44
H6,SGP,08,Singapore,HKG,"Hong Kong, China",2023,Import,5,303.096
H6,SGP,08,Singapore,IDN,Indonesia,2022,Export,6,11840.502
H6,SGP,08,Singapore,IDN,Indonesia,2022,Import,5,37396.827
H6,SGP,08,Singapore,IDN,Indonesia,2023,Export,6,19455.242
H6,SGP,08,Singapore,IDN,Indonesia,2023,Import,5,34244.71
H6,SGP,08,Singapore,JPN,Japan,2022,Export,6,15.602
H6,SGP,08,Singapore,JPN,Japan,2022,Import,5,14275.336
H6,SGP,08,Singapore,JPN,Japan,2023,Export,6,9.326
H6,SGP,08,Singapore,JPN,Japan,2023,Import,5,14129.529
H6,SGP,08,Singapore,KOR,"Korea, Rep.",2022,Export,6,177.359
H6,SGP,08,Singapore,KOR,"Korea, Rep.",2022,Import,5,19200.351
H6,SGP,08,Singapore,KOR,"Korea, Rep.",2023,Export,6,234.972
H6,SGP,08,Singapore,KOR,"Korea, Rep.",2023,Import,5,25442.368
H6,SGP,08,Singapore,MYS,Malaysia,2022,Export,6,41758.562
H6,SGP,08,Singapore,MYS,Malaysia,2022,Import,5,92653.334
H6,SGP,08,Singapore,MYS,Malaysia,2023,Export,6,36676.275
H6,SGP,08,Singapore,MYS,Malaysia,2023,Import,5,93167.413
H6,SGP,08,Singapore,SAU,Saudi Arabia,2022,Export,6,182.736
H6,SGP,08,Singapore,SAU,Saudi Arabia,2022,Import,5,1879.091
H6,SGP,08,Singapore,SAU,Saudi Arabia,2023,Import,5,1579.114
H6,SGP,08,Singapore,THA,Thailand,2022,Export,6,462.907
H6,SGP,08,Singapore,THA,Thailand,2022,Import,5,37699.709
H6,SGP,08,Singapore,THA,Thailand,2023,Export,6,1134.364
H6,SGP,08,Singapore,THA,Thailand,2023,Import,5,33795.404
H6,SGP,08,Singapore,USA,United States,2022,Export,6,68.117
H6,SGP,08,Singapore,USA,United States,2022,Import,5,87323.98
H6,SGP,08,Singapore,USA,United States,2023,Export,6,15.534
H6,SGP,08,Singapore,USA,United States,2023,Import,5,74085.728
H6,SGP,09,Singapore,CHN,China,2022,Export,6,1691.323
H6,SGP,09,Singapore,CHN,China,2022,Import,5,21154.386
H6,SGP,09,Singapore,CHN,China,2023,Export,6,2518.893
H6,SGP,09,Singapore,CHN,China,2023,Import,5,25934.053
H6,SGP,09,Singapore,HKG,"Hong Kong, China",2022,Export,6,5593.917
H6,SGP,09,Singapore,HKG,"Hong Kong, China",2022,Import,5,854.538
