reporteriso3,hs6,partneriso3,mfn,prf,PTA,hs2,sector,broad_sectors,pfm,reporter_region,reporter_dev,reporter_wbgroup,partner_region,partner_dev,partner_wbgroup
CHN,846810,SGP,12.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,842790,SGP,9.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,9.0,EAS,South,Upper middle income,EAS,North,High income
CHN,790700,SGP,6.0,0.0,1,79,72-83  Metals ,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841490,SGP,8.3999996,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,8.3999996,EAS,South,Upper middle income,EAS,North,High income
CHN,410719,SGP,6.0,0.0,1,41,"41-43  Raw Hides, Skins, Leather, & Furs",Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,851640,SGP,35.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,35.0,EAS,South,Upper middle income,EAS,North,High income
CHN,140120,SGP,10.0,0.0,1,14,06-15  Vegetable Products,Agriculture,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,180632,SGP,10.0,0.0,1,18,16-24  Foodstuffs,Agriculture,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,630260,SGP,14.0,0.0,1,63,50-63  Textiles,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,540259,SGP,5.0,0.0,1,54,50-63  Textiles,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,853939,SGP,8.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,391290,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,831120,SGP,8.0,0.0,1,83,72-83  Metals ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,853810,SGP,7.6999998,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,7.6999998,EAS,South,Upper middle income,EAS,North,High income
CHN,401033,SGP,8.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,200520,SGP,15.000001,0.0,1,20,16-24  Foodstuffs,Agriculture,15.000001,EAS,South,Upper middle income,EAS,North,High income
CHN,950691,SGP,12.0,0.0,1,95,90-97  Miscellaneous,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841280,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,843120,SGP,6.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,847439,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,420310,SGP,10.0,0.0,1,42,"41-43  Raw Hides, Skins, Leather, & Furs",Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,551299,SGP,10.0,0.0,1,55,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,851519,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,560749,SGP,5.0,0.0,1,56,50-63  Textiles,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,731511,SGP,12.0,0.0,1,73,72-83  Metals ,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,570310,SGP,14.0,0.0,1,57,50-63  Textiles,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,843360,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,370790,SGP,11.333333,0.0,1,37,28-38  Chemicals & Allied Industries ,Manufacturing,11.333333,EAS,South,Upper middle income,EAS,North,High income
CHN,841199,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,843860,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,330290,SGP,10.0,0.0,1,33,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,843890,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,280461,SGP,4.0,0.0,1,28,28-38  Chemicals & Allied Industries ,Manufacturing,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,854140,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,540244,SGP,5.0,0.0,1,54,50-63  Textiles,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,580410,SGP,10.400001,0.0,1,58,50-63  Textiles,Manufacturing,10.400001,EAS,South,Upper middle income,EAS,North,High income
CHN,853890,SGP,7.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,7.0,EAS,South,Upper middle income,EAS,North,High income
CHN,220190,SGP,10.0,0.0,1,22,16-24  Foodstuffs,Agriculture,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,853090,SGP,8.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,903141,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,710610,SGP,0.0,0.0,1,71,68-71  Stone / Glass ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,450410,SGP,8.3999996,0.0,1,45,44-49  Wood & Wood Products,Manufacturing,8.3999996,EAS,South,Upper middle income,EAS,North,High income
CHN,790400,SGP,6.0,0.0,1,79,72-83  Metals ,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,330749,SGP,10.0,0.0,1,33,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,900691,SGP,8.6000004,0.0,1,90,90-97  Miscellaneous,Manufacturing,8.6000004,EAS,South,Upper middle income,EAS,North,High income
CHN,340510,SGP,10.0,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,961700,SGP,22.5,0.0,1,96,90-97  Miscellaneous,Manufacturing,22.5,EAS,South,Upper middle income,EAS,North,High income
CHN,722619,SGP,3.0,0.0,1,72,72-83  Metals ,Manufacturing,3.0,EAS,South,Upper middle income,EAS,North,High income
CHN,854110,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,831110,SGP,8.0,0.0,1,83,72-83  Metals ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,846610,SGP,7.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,7.0,EAS,South,Upper middle income,EAS,North,High income
CHN,950440,SGP,0.0,0.0,1,95,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,350610,SGP,10.0,0.0,1,35,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,950510,SGP,0.0,0.0,1,95,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,846592,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,220600,SGP,40.0,0.0,1,22,16-24  Foodstuffs,Agriculture,40.0,EAS,South,Upper middle income,EAS,North,High income
CHN,950632,SGP,12.0,0.0,1,95,90-97  Miscellaneous,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,910700,SGP,12.0,0.0,1,91,90-97  Miscellaneous,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,847329,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,950590,SGP,0.0,0.0,1,95,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,701391,SGP,10.0,0.0,1,70,68-71  Stone / Glass ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,482040,SGP,7.5000005,0.0,1,48,44-49  Wood & Wood Products,Manufacturing,7.5000005,EAS,South,Upper middle income,EAS,North,High income
CHN,820720,SGP,8.0,0.0,1,82,72-83  Metals ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,846596,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,845129,SGP,8.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,722090,SGP,10.0,0.0,1,72,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,200989,SGP,20.0,0.0,1,20,16-24  Foodstuffs,Agriculture,20.0,EAS,South,Upper middle income,EAS,North,High income
CHN,722699,SGP,7.0,0.0,1,72,72-83  Metals ,Manufacturing,7.0,EAS,South,Upper middle income,EAS,North,High income
CHN,293190,SGP,6.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,130219,SGP,18.0,0.0,1,13,06-15  Vegetable Products,Agriculture,18.0,EAS,South,Upper middle income,EAS,North,High income
CHN,846691,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,481830,SGP,7.5000005,7.5000005,1,48,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,590390,SGP,10.0,0.0,1,59,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,911490,SGP,14.0,0.0,1,91,90-97  Miscellaneous,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,121299,SGP,23.750002,0.0,1,12,06-15  Vegetable Products,Agriculture,23.750002,EAS,South,Upper middle income,EAS,North,High income
CHN,40690,SGP,12.0,0.0,1,4,01-05  Animal & Animal Products,Agriculture,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,851829,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,490599,SGP,0.0,0.0,1,49,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,960330,SGP,23.333334,0.0,1,96,90-97  Miscellaneous,Manufacturing,23.333334,EAS,South,Upper middle income,EAS,North,High income
CHN,293369,SGP,6.458333,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,6.458333,EAS,South,Upper middle income,EAS,North,High income
CHN,210410,SGP,15.000001,0.0,1,21,16-24  Foodstuffs,Agriculture,15.000001,EAS,South,Upper middle income,EAS,North,High income
CHN,844833,SGP,6.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,911390,SGP,14.0,0.0,1,91,90-97  Miscellaneous,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,940592,SGP,20.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
CHN,480431,SGP,2.0,2.0,1,48,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,940599,SGP,20.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
CHN,210610,SGP,10.0,0.0,1,21,16-24  Foodstuffs,Agriculture,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,321210,SGP,15.000001,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,15.000001,EAS,South,Upper middle income,EAS,North,High income
CHN,871680,SGP,10.0,0.0,1,87,86-89  Transportation ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,10619,SGP,5.0,0.0,1,1,01-05  Animal & Animal Products,Agriculture,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,848020,SGP,8.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,292242,SGP,8.833333,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,8.833333,EAS,South,Upper middle income,EAS,North,High income
CHN,722240,SGP,10.0,0.0,1,72,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,730840,SGP,8.3999996,0.0,1,73,72-83  Metals ,Manufacturing,8.3999996,EAS,South,Upper middle income,EAS,North,High income
CHN,853221,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,701940,SGP,12.0,0.0,1,70,68-71  Stone / Glass ,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,711049,SGP,1.5,0.0,1,71,68-71  Stone / Glass ,Manufacturing,1.5,EAS,South,Upper middle income,EAS,North,High income
CHN,846711,SGP,8.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,853120,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,340290,SGP,9.0,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,9.0,EAS,South,Upper middle income,EAS,North,High income
CHN,721090,SGP,8.0,0.0,1,72,72-83  Metals ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,481910,SGP,5.0,5.0,1,48,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,30119,SGP,17.5,0.0,1,3,01-05  Animal & Animal Products,Agriculture,17.5,EAS,South,Upper middle income,EAS,North,High income
CHN,850440,SGP,5.8800001,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,5.8800001,EAS,South,Upper middle income,EAS,North,High income
CHN,854520,SGP,10.5,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.5,EAS,South,Upper middle income,EAS,North,High income
CHN,400811,SGP,8.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,960390,SGP,17.4,0.0,1,96,90-97  Miscellaneous,Manufacturing,17.4,EAS,South,Upper middle income,EAS,North,High income
CHN,620469,SGP,16.0,0.0,1,62,50-63  Textiles,Manufacturing,16.0,EAS,South,Upper middle income,EAS,North,High income
CHN,400912,SGP,10.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,870870,SGP,9.0,0.0,1,87,86-89  Transportation ,Manufacturing,9.0,EAS,South,Upper middle income,EAS,North,High income
CHN,911090,SGP,16.0,0.0,1,91,90-97  Miscellaneous,Manufacturing,16.0,EAS,South,Upper middle income,EAS,North,High income
CHN,847350,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,330741,SGP,10.0,0.0,1,33,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,391723,SGP,10.0,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,761610,SGP,10.0,0.0,1,76,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,640319,SGP,15.000001,0.0,1,64,64-67  Footwear / Headgear,Manufacturing,15.000001,EAS,South,Upper middle income,EAS,North,High income
CHN,250100,SGP,0.75,0.0,1,25,25-27  Mineral Products ,Natural Resources,0.75,EAS,South,Upper middle income,EAS,North,High income
CHN,902990,SGP,6.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,870895,SGP,10.0,10.0,1,87,86-89  Transportation ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,901813,SGP,4.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,820740,SGP,8.0,0.0,1,82,72-83  Metals ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,850152,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,830130,SGP,14.0,0.0,1,83,72-83  Metals ,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,851410,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,903289,SGP,7.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,7.0,EAS,South,Upper middle income,EAS,North,High income
CHN,731815,SGP,8.0,0.0,1,73,72-83  Metals ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,401019,SGP,10.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,481160,SGP,7.5000005,7.5000005,1,48,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,391110,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,482320,SGP,7.5000005,7.5000005,1,48,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,741533,SGP,8.0,0.0,1,74,72-83  Metals ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,700991,SGP,21.0,0.0,1,70,68-71  Stone / Glass ,Manufacturing,21.0,EAS,South,Upper middle income,EAS,North,High income
CHN,900110,SGP,5.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841459,SGP,8.1999998,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,8.1999998,EAS,South,Upper middle income,EAS,North,High income
CHN,910599,SGP,16.0,0.0,1,91,90-97  Miscellaneous,Manufacturing,16.0,EAS,South,Upper middle income,EAS,North,High income
CHN,252220,SGP,5.0,0.0,1,25,25-27  Mineral Products ,Natural Resources,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,291229,SGP,5.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,841830,SGP,20.666668,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,20.666668,EAS,South,Upper middle income,EAS,North,High income
CHN,300610,SGP,5.0,0.0,1,30,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,842699,SGP,6.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,381010,SGP,6.5,0.0,1,38,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,392099,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,851850,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,741122,SGP,7.0,0.0,1,74,72-83  Metals ,Manufacturing,7.0,EAS,South,Upper middle income,EAS,North,High income
CHN,851762,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,870893,SGP,8.8571434,0.0,1,87,86-89  Transportation ,Manufacturing,8.8571434,EAS,South,Upper middle income,EAS,North,High income
CHN,481200,SGP,7.5000005,7.5000005,1,48,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,847480,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,200961,SGP,20.0,0.0,1,20,16-24  Foodstuffs,Agriculture,20.0,EAS,South,Upper middle income,EAS,North,High income
CHN,280700,SGP,5.5,0.0,1,28,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,392091,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,853949,SGP,8.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,560290,SGP,10.0,0.0,1,56,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,851770,SGP,1.25,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,1.25,EAS,South,Upper middle income,EAS,North,High income
CHN,621040,SGP,16.0,0.0,1,62,50-63  Textiles,Manufacturing,16.0,EAS,South,Upper middle income,EAS,North,High income
CHN,940340,SGP,0.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,520843,SGP,10.0,0.0,1,52,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,401290,SGP,15.666667,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,15.666667,EAS,South,Upper middle income,EAS,North,High income
CHN,853110,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,481930,SGP,7.5000005,0.0,1,48,44-49  Wood & Wood Products,Manufacturing,7.5000005,EAS,South,Upper middle income,EAS,North,High income
CHN,710691,SGP,0.0,0.0,1,71,68-71  Stone / Glass ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,381230,SGP,6.25,0.0,1,38,28-38  Chemicals & Allied Industries ,Manufacturing,6.25,EAS,South,Upper middle income,EAS,North,High income
CHN,846190,SGP,14.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,853223,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,853910,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,854590,SGP,10.5,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.5,EAS,South,Upper middle income,EAS,North,High income
CHN,160420,SGP,12.0,0.0,1,16,16-24  Foodstuffs,Agriculture,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,842630,SGP,6.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,870840,SGP,9.0769234,5.3846149,1,87,86-89  Transportation ,Manufacturing,3.6923084,EAS,South,Upper middle income,EAS,North,High income
CHN,741110,SGP,4.0,0.0,1,74,72-83  Metals ,Manufacturing,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,902229,SGP,6.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,321390,SGP,10.0,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841950,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,441194,SGP,6.333333,6.333333,1,44,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,810890,SGP,8.0,0.0,1,81,72-83  Metals ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,321490,SGP,9.0,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,9.0,EAS,South,Upper middle income,EAS,North,High income
CHN,821220,SGP,14.0,0.0,1,82,72-83  Metals ,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,540742,SGP,10.0,0.0,1,54,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,320611,SGP,6.5,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,950699,SGP,12.0,0.0,1,95,90-97  Miscellaneous,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,850153,SGP,12.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,848790,SGP,8.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,340220,SGP,10.0,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,392051,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,845899,SGP,12.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,401039,SGP,8.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,521031,SGP,10.0,0.0,1,52,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841451,SGP,13.142857,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,13.142857,EAS,South,Upper middle income,EAS,North,High income
CHN,846791,SGP,6.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,901811,SGP,5.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,190190,SGP,10.0,0.0,1,19,16-24  Foodstuffs,Agriculture,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,90122,SGP,15.000001,0.0,1,9,06-15  Vegetable Products,Agriculture,15.000001,EAS,South,Upper middle income,EAS,North,High income
CHN,200799,SGP,5.0,0.0,1,20,16-24  Foodstuffs,Agriculture,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,292390,SGP,6.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,391590,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,846620,SGP,7.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,7.0,EAS,South,Upper middle income,EAS,North,High income
CHN,854470,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,701939,SGP,10.5,0.0,1,70,68-71  Stone / Glass ,Manufacturing,10.5,EAS,South,Upper middle income,EAS,North,High income
CHN,852580,SGP,8.421052,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,8.421052,EAS,South,Upper middle income,EAS,North,High income
