reporteriso3,hs6,partneriso3,mfn,prf,PTA,hs2,sector,broad_sectors,pfm,reporter_region,reporter_dev,reporter_wbgroup,partner_region,partner_dev,partner_wbgroup
CHN,400911,SGP,10.5,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,10.5,EAS,South,Upper middle income,EAS,North,High income
CHN,850433,SGP,5.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,290723,SGP,5.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,820420,SGP,10.0,0.0,1,82,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,401699,SGP,9.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,9.0,EAS,South,Upper middle income,EAS,North,High income
CHN,900661,SGP,18.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,18.0,EAS,South,Upper middle income,EAS,North,High income
CHN,600634,SGP,10.0,0.0,1,60,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,441820,SGP,4.0,0.0,1,44,44-49  Wood & Wood Products,Manufacturing,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,940389,SGP,0.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,901780,SGP,8.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,750512,SGP,6.0,0.0,1,75,72-83  Metals ,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,570330,SGP,10.0,0.0,1,57,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,847170,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,840991,SGP,5.1428571,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.1428571,EAS,South,Upper middle income,EAS,North,High income
CHN,840510,SGP,14.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,381300,SGP,8.25,0.0,1,38,28-38  Chemicals & Allied Industries ,Manufacturing,8.25,EAS,South,Upper middle income,EAS,North,High income
CHN,821193,SGP,18.0,0.0,1,82,72-83  Metals ,Manufacturing,18.0,EAS,South,Upper middle income,EAS,North,High income
CHN,732620,SGP,14.0,0.0,1,73,72-83  Metals ,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,340319,SGP,10.0,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,392590,SGP,10.0,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,700490,SGP,17.5,0.0,1,70,68-71  Stone / Glass ,Manufacturing,17.5,EAS,South,Upper middle income,EAS,North,High income
CHN,540793,SGP,10.0,0.0,1,54,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,902710,SGP,7.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,7.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841229,SGP,12.666666,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,12.666666,EAS,South,Upper middle income,EAS,North,High income
CHN,151620,SGP,25.0,0.0,1,15,06-15  Vegetable Products,Agriculture,25.0,EAS,South,Upper middle income,EAS,North,High income
CHN,290619,SGP,5.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,680421,SGP,8.0,0.0,1,68,68-71  Stone / Glass ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,842219,SGP,14.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,741021,SGP,4.0,0.0,1,74,72-83  Metals ,Manufacturing,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,390910,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,851629,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,440399,SGP,0.0,0.0,1,44,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,340530,SGP,10.0,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,848360,SGP,8.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,290711,SGP,5.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,732020,SGP,8.0,0.0,1,73,72-83  Metals ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,851830,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,391910,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,390290,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,903180,SGP,5.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,710813,SGP,0.0,0.0,1,71,68-71  Stone / Glass ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,330119,SGP,20.0,0.0,1,33,28-38  Chemicals & Allied Industries ,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841581,SGP,18.333334,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,18.333334,EAS,South,Upper middle income,EAS,North,High income
CHN,381590,SGP,6.5,0.0,1,38,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,480890,SGP,7.5000005,7.5000005,1,48,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,902150,SGP,4.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,290121,SGP,2.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,2.0,EAS,South,Upper middle income,EAS,North,High income
CHN,830170,SGP,10.0,0.0,1,83,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,621143,SGP,17.5,0.0,1,62,50-63  Textiles,Manufacturing,17.5,EAS,South,Upper middle income,EAS,North,High income
CHN,670300,SGP,20.0,0.0,1,67,64-67  Footwear / Headgear,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
CHN,901600,SGP,9.75,0.0,1,90,90-97  Miscellaneous,Manufacturing,9.75,EAS,South,Upper middle income,EAS,North,High income
CHN,741529,SGP,10.0,0.0,1,74,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,730630,SGP,3.0,0.0,1,73,72-83  Metals ,Manufacturing,3.0,EAS,South,Upper middle income,EAS,North,High income
CHN,271220,SGP,8.0,0.0,1,27,25-27  Mineral Products ,Natural Resources,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,853222,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,481710,SGP,7.5000005,7.5000005,1,48,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,391722,SGP,10.0,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,854720,SGP,8.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,890710,SGP,8.0,0.0,1,89,86-89  Transportation ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,720851,SGP,6.0,0.0,1,72,72-83  Metals ,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,740940,SGP,7.0,0.0,1,74,72-83  Metals ,Manufacturing,7.0,EAS,South,Upper middle income,EAS,North,High income
CHN,721699,SGP,3.0,0.0,1,72,72-83  Metals ,Manufacturing,3.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841480,SGP,7.0625,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,7.0625,EAS,South,Upper middle income,EAS,North,High income
CHN,910690,SGP,16.0,0.0,1,91,90-97  Miscellaneous,Manufacturing,16.0,EAS,South,Upper middle income,EAS,North,High income
CHN,853225,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,390521,SGP,10.0,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,40229,SGP,10.0,0.0,1,4,01-05  Animal & Animal Products,Agriculture,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,843999,SGP,6.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841810,SGP,13.333334,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,13.333334,EAS,South,Upper middle income,EAS,North,High income
CHN,620444,SGP,16.0,0.0,1,62,50-63  Textiles,Manufacturing,16.0,EAS,South,Upper middle income,EAS,North,High income
CHN,291570,SGP,6.25,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,6.25,EAS,South,Upper middle income,EAS,North,High income
CHN,690390,SGP,8.0,0.0,1,69,68-71  Stone / Glass ,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,842539,SGP,7.5000005,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,7.5000005,EAS,South,Upper middle income,EAS,North,High income
CHN,240220,SGP,25.0,25.0,1,24,16-24  Foodstuffs,Agriculture,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,210390,SGP,21.0,0.0,1,21,16-24  Foodstuffs,Agriculture,21.0,EAS,South,Upper middle income,EAS,North,High income
CHN,190110,SGP,15.000001,0.0,1,19,16-24  Foodstuffs,Agriculture,15.000001,EAS,South,Upper middle income,EAS,North,High income
CHN,521131,SGP,10.0,0.0,1,52,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,901320,SGP,6.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,731822,SGP,10.0,0.0,1,73,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,293219,SGP,6.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,842310,SGP,10.5,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.5,EAS,South,Upper middle income,EAS,North,High income
CHN,330730,SGP,10.0,0.0,1,33,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,940390,SGP,0.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,901410,SGP,2.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,2.0,EAS,South,Upper middle income,EAS,North,High income
CHN,830510,SGP,10.5,0.0,1,83,72-83  Metals ,Manufacturing,10.5,EAS,South,Upper middle income,EAS,North,High income
CHN,854390,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,910211,SGP,12.5,0.0,1,91,90-97  Miscellaneous,Manufacturing,12.5,EAS,South,Upper middle income,EAS,North,High income
CHN,630492,SGP,14.0,0.0,1,63,50-63  Textiles,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,843143,SGP,4.333333,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,4.333333,EAS,South,Upper middle income,EAS,North,High income
CHN,820210,SGP,8.3999996,0.0,1,82,72-83  Metals ,Manufacturing,8.3999996,EAS,South,Upper middle income,EAS,North,High income
CHN,853229,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,291242,SGP,5.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,750511,SGP,6.0,0.0,1,75,72-83  Metals ,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,230230,SGP,3.0,0.0,1,23,16-24  Foodstuffs,Agriculture,3.0,EAS,South,Upper middle income,EAS,North,High income
CHN,390422,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,721899,SGP,2.0,0.0,1,72,72-83  Metals ,Manufacturing,2.0,EAS,South,Upper middle income,EAS,North,High income
CHN,731821,SGP,10.0,0.0,1,73,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,200599,SGP,25.0,0.0,1,20,16-24  Foodstuffs,Agriculture,25.0,EAS,South,Upper middle income,EAS,North,High income
CHN,820411,SGP,10.5,0.0,1,82,72-83  Metals ,Manufacturing,10.5,EAS,South,Upper middle income,EAS,North,High income
CHN,620119,SGP,16.0,0.0,1,62,50-63  Textiles,Manufacturing,16.0,EAS,South,Upper middle income,EAS,North,High income
CHN,90230,SGP,15.000001,0.0,1,9,06-15  Vegetable Products,Agriculture,15.000001,EAS,South,Upper middle income,EAS,North,High income
CHN,591132,SGP,8.0,0.0,1,59,50-63  Textiles,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,730300,SGP,4.0,0.0,1,73,72-83  Metals ,Manufacturing,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,852359,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,340211,SGP,6.5,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,551421,SGP,10.0,0.0,1,55,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,701090,SGP,14.0,0.0,1,70,68-71  Stone / Glass ,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,740929,SGP,7.0,0.0,1,74,72-83  Metals ,Manufacturing,7.0,EAS,South,Upper middle income,EAS,North,High income
CHN,901380,SGP,7.333333,0.0,1,90,90-97  Miscellaneous,Manufacturing,7.333333,EAS,South,Upper middle income,EAS,North,High income
CHN,871690,SGP,10.0,0.0,1,87,86-89  Transportation ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,401519,SGP,18.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,18.0,EAS,South,Upper middle income,EAS,North,High income
CHN,820540,SGP,10.5,0.0,1,82,72-83  Metals ,Manufacturing,10.5,EAS,South,Upper middle income,EAS,North,High income
CHN,940310,SGP,0.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,600624,SGP,10.0,0.0,1,60,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,290712,SGP,5.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,730791,SGP,7.0,0.0,1,73,72-83  Metals ,Manufacturing,7.0,EAS,South,Upper middle income,EAS,North,High income
CHN,621590,SGP,14.0,0.0,1,62,50-63  Textiles,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,291429,SGP,5.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,560819,SGP,12.0,0.0,1,56,50-63  Textiles,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,830590,SGP,10.5,0.0,1,83,72-83  Metals ,Manufacturing,10.5,EAS,South,Upper middle income,EAS,North,High income
CHN,820412,SGP,10.0,0.0,1,82,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,845121,SGP,15.000001,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,15.000001,EAS,South,Upper middle income,EAS,North,High income
CHN,550190,SGP,5.0,0.0,1,55,50-63  Textiles,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
CHN,830990,SGP,12.0,0.0,1,83,72-83  Metals ,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,200540,SGP,25.0,0.0,1,20,16-24  Foodstuffs,Agriculture,25.0,EAS,South,Upper middle income,EAS,North,High income
CHN,290220,SGP,2.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,2.0,EAS,South,Upper middle income,EAS,North,High income
CHN,340399,SGP,10.0,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841239,SGP,14.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,390710,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,560314,SGP,10.0,0.0,1,56,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,970110,SGP,12.666666,0.0,1,97,90-97  Miscellaneous,Manufacturing,12.666666,EAS,South,Upper middle income,EAS,North,High income
CHN,151319,SGP,9.0,0.0,1,15,06-15  Vegetable Products,Agriculture,9.0,EAS,South,Upper middle income,EAS,North,High income
CHN,970190,SGP,14.0,0.0,1,97,90-97  Miscellaneous,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,180400,SGP,22.0,0.0,1,18,16-24  Foodstuffs,Agriculture,22.0,EAS,South,Upper middle income,EAS,North,High income
CHN,390210,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,950790,SGP,21.0,0.0,1,95,90-97  Miscellaneous,Manufacturing,21.0,EAS,South,Upper middle income,EAS,North,High income
CHN,900699,SGP,12.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,560311,SGP,10.0,0.0,1,56,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,960500,SGP,15.000001,0.0,1,96,90-97  Miscellaneous,Manufacturing,15.000001,EAS,South,Upper middle income,EAS,North,High income
CHN,611692,SGP,14.0,0.0,1,61,50-63  Textiles,Manufacturing,14.0,EAS,South,Upper middle income,EAS,North,High income
CHN,340311,SGP,10.0,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,848250,SGP,8.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,401031,SGP,8.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,8.0,EAS,South,Upper middle income,EAS,North,High income
CHN,381900,SGP,6.5,0.0,1,38,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,902690,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,390330,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,903084,SGP,9.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,9.0,EAS,South,Upper middle income,EAS,North,High income
CHN,811229,SGP,3.0,0.0,1,81,72-83  Metals ,Manufacturing,3.0,EAS,South,Upper middle income,EAS,North,High income
CHN,670419,SGP,25.0,0.0,1,67,64-67  Footwear / Headgear,Manufacturing,25.0,EAS,South,Upper middle income,EAS,North,High income
CHN,630253,SGP,15.333334,0.0,1,63,50-63  Textiles,Manufacturing,15.333334,EAS,South,Upper middle income,EAS,North,High income
CHN,852380,SGP,2.5,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,2.5,EAS,South,Upper middle income,EAS,North,High income
CHN,330190,SGP,20.0,0.0,1,33,28-38  Chemicals & Allied Industries ,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
CHN,282619,SGP,5.5,0.0,1,28,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,852321,SGP,16.25,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,16.25,EAS,South,Upper middle income,EAS,North,High income
CHN,841311,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,830260,SGP,12.0,0.0,1,83,72-83  Metals ,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,950720,SGP,21.0,0.0,1,95,90-97  Miscellaneous,Manufacturing,21.0,EAS,South,Upper middle income,EAS,North,High income
CHN,750712,SGP,6.0,0.0,1,75,72-83  Metals ,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,851090,SGP,24.5,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,24.5,EAS,South,Upper middle income,EAS,North,High income
CHN,40410,SGP,6.0,0.0,1,4,01-05  Animal & Animal Products,Agriculture,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,600631,SGP,10.0,0.0,1,60,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,420232,SGP,20.0,0.0,1,42,"41-43  Raw Hides, Skins, Leather, & Furs",Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
CHN,844331,SGP,4.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,290270,SGP,2.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,2.0,EAS,South,Upper middle income,EAS,North,High income
CHN,291020,SGP,5.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,390320,SGP,12.0,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,281122,SGP,5.5,0.0,1,28,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,846880,SGP,12.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,12.0,EAS,South,Upper middle income,EAS,North,High income
CHN,340490,SGP,10.0,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,300670,SGP,6.5,0.0,1,30,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,340130,SGP,10.0,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,871310,SGP,6.0,0.0,1,87,86-89  Transportation ,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,401035,SGP,10.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,320619,SGP,10.0,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,252620,SGP,3.0,0.0,1,25,25-27  Mineral Products ,Natural Resources,3.0,EAS,South,Upper middle income,EAS,North,High income
CHN,400941,SGP,10.5,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,10.5,EAS,South,Upper middle income,EAS,North,High income
CHN,741011,SGP,4.0,0.0,1,74,72-83  Metals ,Manufacturing,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841690,SGP,6.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,6.0,EAS,South,Upper middle income,EAS,North,High income
CHN,901790,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,350400,SGP,5.5,0.0,1,35,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,281290,SGP,5.5,0.0,1,28,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,620443,SGP,17.5,0.0,1,62,50-63  Textiles,Manufacturing,17.5,EAS,South,Upper middle income,EAS,North,High income
CHN,261900,SGP,4.0,0.0,1,26,25-27  Mineral Products ,Natural Resources,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,381400,SGP,10.0,0.0,1,38,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,847160,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,392610,SGP,10.0,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,321590,SGP,8.833333,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,8.833333,EAS,South,Upper middle income,EAS,North,High income
CHN,481820,SGP,7.5000005,7.5000005,1,48,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,282510,SGP,5.5,0.0,1,28,28-38  Chemicals & Allied Industries ,Manufacturing,5.5,EAS,South,Upper middle income,EAS,North,High income
CHN,961519,SGP,18.0,0.0,1,96,90-97  Miscellaneous,Manufacturing,18.0,EAS,South,Upper middle income,EAS,North,High income
CHN,730441,SGP,10.0,0.0,1,73,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,740811,SGP,4.0,0.0,1,74,72-83  Metals ,Manufacturing,4.0,EAS,South,Upper middle income,EAS,North,High income
CHN,903040,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,401036,SGP,10.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,330499,SGP,6.5,0.0,1,33,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,481940,SGP,7.5000005,7.5000005,1,48,44-49  Wood & Wood Products,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
CHN,841981,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
CHN,391220,SGP,6.5,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
CHN,620342,SGP,16.0,0.0,1,62,50-63  Textiles,Manufacturing,16.0,EAS,South,Upper middle income,EAS,North,High income
CHN,292129,SGP,6.5,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,6.5,EAS,South,Upper middle income,EAS,North,High income
