Year,Country,Partner Country,Adjusted_value
2014,HKG,CHN,1.0
2014,JPN,CHN,0.0
2014,KOR,CHN,1.0
2014,MYS,CHN,1.0
2014,SAU,CHN,0.0
2014,THA,CHN,1.0
2014,USA,CHN,0.0
2014,JPN,HKG,0.0
2014,KOR,HKG,0.0
2014,MYS,HKG,1.0
2014,SAU,HKG,0.0
2014,THA,HKG,1.0
2014,USA,HKG,0.0
2014,KOR,JPN,0.0
2014,MYS,JPN,1.0
2014,SAU,JPN,0.0
2014,THA,JPN,1.0
2014,USA,JPN,0.0
2014,MYS,KOR,1.0
2014,SAU,KOR,0.0
2014,THA,KOR,1.0
2014,USA,KOR,1.0
2014,SAU,MYS,1.0
2014,THA,MYS,1.0
2014,USA,MYS,0.0
2014,THA,SAU,0.0
2014,USA,SAU,0.0
2014,USA,THA,0.0
2014,CHN,IDN,1.0
2014,HKG,IDN,1.0
2014,JPN,IDN,1.0
2014,KOR,IDN,0.0
2014,MYS,IDN,1.0
2014,SAU,IDN,0.0
2014,THA,IDN,1.0
2014,SG,IDN,1.0
2014,USA,IDN,0.0
2015,CHN,SGP,1.0
2015,HKG,SGP,0.0
2015,JPN,SGP,1.0
2015,KOR,SGP,1.0
2015,MYS,SGP,1.0
2015,SAU,SGP,0.0
2015,THA,SGP,1.0
2015,USA,SGP,1.0
2015,HKG,CHN,1.0
2015,JPN,CHN,0.0
2015,KOR,CHN,1.0
2015,MYS,CHN,1.0
2015,SAU,CHN,0.0
2015,THA,CHN,1.0
2015,USA,CHN,0.0
2015,JPN,HKG,0.0
2015,KOR,HKG,0.0
2015,MYS,HKG,1.0
2015,SAU,HKG,0.0
2015,THA,HKG,1.0
2015,USA,HKG,0.0
2015,KOR,JPN,0.0
2015,MYS,JPN,1.0
2015,SAU,JPN,0.0
2015,THA,JPN,1.0
2015,USA,JPN,0.0
2015,MYS,KOR,1.0
2015,SAU,KOR,0.0
2015,THA,KOR,1.0
2015,USA,KOR,1.0
2015,SAU,MYS,1.0
2015,THA,MYS,1.0
2015,USA,MYS,0.0
2015,THA,SAU,0.0
2015,USA,SAU,0.0
2015,USA,THA,0.0
2015,CHN,IDN,1.0
2015,HKG,IDN,1.0
2015,JPN,IDN,1.0
2015,KOR,IDN,0.0
2015,MYS,IDN,1.0
2015,SAU,IDN,0.0
2015,THA,IDN,1.0
2015,SG,IDN,1.0
2015,USA,IDN,0.0
2016,CHN,SGP,1.0
2016,HKG,SGP,0.0
2016,JPN,SGP,1.0
2016,KOR,SGP,1.0
2016,MYS,SGP,1.0
2016,SAU,SGP,0.0
2016,THA,SGP,1.0
2016,USA,SGP,1.0
2016,HKG,CHN,1.0
2016,JPN,CHN,0.0
2016,KOR,CHN,1.0
2016,MYS,CHN,1.0
2016,SAU,CHN,0.0
2016,THA,CHN,1.0
2016,USA,CHN,0.0
2016,JPN,HKG,0.0
2016,KOR,HKG,0.0
2016,MYS,HKG,1.0
2016,SAU,HKG,0.0
2016,THA,HKG,1.0
2016,USA,HKG,0.0
2016,KOR,JPN,0.0
2016,MYS,JPN,1.0
2016,SAU,JPN,0.0
2016,THA,JPN,1.0
2016,USA,JPN,0.0
2016,MYS,KOR,1.0
2016,SAU,KOR,0.0
2016,THA,KOR,1.0
2016,USA,KOR,1.0
2016,SAU,MYS,1.0
2016,THA,MYS,1.0
2016,USA,MYS,0.0
2016,THA,SAU,0.0
2016,USA,SAU,0.0
2016,USA,THA,0.0
2016,CHN,IDN,1.0
2016,HKG,IDN,1.0
2016,JPN,IDN,1.0
2016,KOR,IDN,0.0
2016,MYS,IDN,1.0
2016,SAU,IDN,0.0
2016,THA,IDN,1.0
2016,SG,IDN,1.0
2016,USA,IDN,0.0
2017,CHN,SGP,1.0
2017,HKG,SGP,1.0
2017,JPN,SGP,1.0
2017,KOR,SGP,1.0
2017,MYS,SGP,1.0
2017,SAU,SGP,0.0
2017,THA,SGP,1.0
2017,USA,SGP,1.0
2017,HKG,CHN,1.0
2017,JPN,CHN,0.0
2017,KOR,CHN,1.0
2017,MYS,CHN,1.0
2017,SAU,CHN,0.0
2017,THA,CHN,1.0
2017,USA,CHN,0.0
2017,JPN,HKG,0.0
2017,KOR,HKG,0.0
2017,MYS,HKG,1.0
2017,SAU,HKG,0.0
2017,THA,HKG,1.0
2017,USA,HKG,0.0
2017,KOR,JPN,0.0
2017,MYS,JPN,1.0
2017,SAU,JPN,0.0
2017,THA,JPN,1.0
2017,USA,JPN,0.0
2017,MYS,KOR,1.0
2017,SAU,KOR,0.0
2017,THA,KOR,1.0
2017,USA,KOR,1.0
2017,SAU,MYS,1.0
2017,THA,MYS,1.0
2017,USA,MYS,0.0
2017,THA,SAU,0.0
2017,USA,SAU,0.0
2017,USA,THA,0.0
2017,CHN,IDN,1.0
2017,HKG,IDN,1.0
2017,JPN,IDN,1.0
2017,KOR,IDN,0.0
2017,MYS,IDN,1.0
2017,SAU,IDN,0.0
2017,THA,IDN,1.0
2017,SG,IDN,1.0
2017,USA,IDN,0.0
2018,CHN,SGP,1.0
2018,HKG,SGP,1.0
2018,JPN,SGP,1.0
2018,KOR,SGP,1.0
2018,MYS,SGP,1.0
2018,SAU,SGP,1.0
2018,THA,SGP,1.0
2018,USA,SGP,1.0
2018,HKG,CHN,1.0
2018,JPN,CHN,0.0
2018,KOR,CHN,1.0
2018,MYS,CHN,1.0
2018,SAU,CHN,1.0
2018,THA,CHN,1.0
2018,USA,CHN,0.0
2018,JPN,HKG,1.0
2018,KOR,HKG,1.0
2018,MYS,HKG,1.0
2018,SAU,HKG,1.0
2018,THA,HKG,1.0
2018,USA,HKG,1.0
2018,KOR,JPN,1.0
2018,MYS,JPN,1.0
2018,SAU,JPN,1.0
2018,THA,JPN,1.0
2018,USA,JPN,1.0
2018,MYS,KOR,1.0
2018,SAU,KOR,0.0
2018,THA,KOR,1.0
2018,USA,KOR,1.0
2018,SAU,MYS,0.0
2018,THA,MYS,1.0
2018,USA,MYS,1.0
2018,THA,SAU,1.0
2018,USA,SAU,1.0
2018,USA,THA,0.0
2018,CHN,IDN,1.0
2018,HKG,IDN,1.0
2018,JPN,IDN,1.0
2018,KOR,IDN,0.0
2018,MYS,IDN,1.0
2018,SAU,IDN,0.0
2018,THA,IDN,1.0
2018,SG,IDN,1.0
2018,USA,IDN,0.0
2019,CHN,SGP,1.0
2019,HKG,SGP,1.0
2019,JPN,SGP,1.0
2019,KOR,SGP,1.0
2019,MYS,SGP,1.0
2019,SAU,SGP,0.0
2019,THA,SGP,1.0
2019,USA,SGP,1.0
2019,HKG,CHN,1.0
2019,JPN,CHN,0.0
2019,KOR,CHN,1.0
2019,MYS,CHN,1.0
2019,SAU,CHN,1.0
2019,THA,CHN,1.0
2019,USA,CHN,0.0
2019,JPN,HKG,1.0
2019,KOR,HKG,1.0
2019,MYS,HKG,1.0
2019,SAU,HKG,1.0
2019,THA,HKG,1.0
2019,USA,HKG,1.0
2019,KOR,JPN,1.0
2019,MYS,JPN,1.0
2019,SAU,JPN,1.0
2019,THA,JPN,1.0
2019,USA,JPN,1.0
2019,MYS,KOR,1.0
2019,SAU,KOR,0.0
2019,THA,KOR,1.0
2019,USA,KOR,1.0
2019,SAU,MYS,0.0
2019,THA,MYS,1.0
2019,USA,MYS,1.0
2019,THA,SAU,1.0
2019,USA,SAU,1.0
2019,USA,THA,0.0
2019,CHN,IDN,1.0
2019,HKG,IDN,1.0
2019,JPN,IDN,1.0
2019,KOR,IDN,0.0
2019,MYS,IDN,1.0
2019,SAU,IDN,0.0
2019,THA,IDN,1.0
2019,SG,IDN,1.0
2019,USA,IDN,0.0
2020,CHN,SGP,1.0
2020,HKG,SGP,1.0
2020,JPN,SGP,1.0
2020,KOR,SGP,1.0
2020,MYS,SGP,1.0
2020,SAU,SGP,0.0
2020,THA,SGP,1.0
2020,USA,SGP,1.0
2020,HKG,CHN,1.0
2020,JPN,CHN,0.0
2020,KOR,CHN,1.0
2020,MYS,CHN,1.0
2020,SAU,CHN,1.0
2020,THA,CHN,1.0
2020,USA,CHN,0.0
2020,JPN,HKG,1.0
2020,KOR,HKG,1.0
2020,MYS,HKG,1.0
2020,SAU,HKG,1.0
2020,THA,HKG,1.0
2020,USA,HKG,1.0
2020,KOR,JPN,1.0
2020,MYS,JPN,1.0
2020,SAU,JPN,1.0
2020,THA,JPN,1.0
2020,USA,JPN,1.0
2020,MYS,KOR,1.0
2020,SAU,KOR,0.0
2020,THA,KOR,1.0
2020,USA,KOR,1.0
2020,SAU,MYS,0.0
2020,THA,MYS,1.0
2020,USA,MYS,1.0
2020,THA,SAU,1.0
2020,USA,SAU,1.0
2020,USA,THA,0.0
2020,CHN,IDN,1.0
2020,HKG,IDN,1.0
2020,JPN,IDN,1.0
2020,KOR,IDN,0.0
2020,MYS,IDN,1.0
2020,SAU,IDN,0.0
2020,THA,IDN,1.0
2020,SG,IDN,1.0
2020,USA,IDN,0.0
2021,CHN,SGP,1.0
2021,HKG,SGP,1.0
2021,JPN,SGP,1.0
2021,KOR,SGP,1.0
2021,MYS,SGP,1.0
2021,SAU,SGP,0.0
2021,THA,SGP,1.0
2021,USA,SGP,1.0
2021,HKG,CHN,1.0
2021,JPN,CHN,0.0
2021,KOR,CHN,1.0
2021,MYS,CHN,1.0
2021,SAU,CHN,1.0
2021,THA,CHN,1.0
2021,USA,CHN,0.0
2021,JPN,HKG,1.0
2021,KOR,HKG,1.0
2021,MYS,HKG,1.0
2021,SAU,HKG,1.0
2021,THA,HKG,1.0
2021,USA,HKG,1.0
2021,KOR,JPN,1.0
2021,MYS,JPN,1.0
2021,SAU,JPN,1.0
2021,THA,JPN,1.0
2021,USA,JPN,1.0
2021,MYS,KOR,1.0
2021,SAU,KOR,0.0
2021,THA,KOR,1.0
2021,USA,KOR,1.0
2021,SAU,MYS,0.0
2021,THA,MYS,1.0
2021,USA,MYS,1.0
2021,THA,SAU,1.0
2021,USA,SAU,1.0
2021,USA,THA,0.0
2021,CHN,IDN,1.0
2021,HKG,IDN,1.0
2021,JPN,IDN,1.0
2021,KOR,IDN,0.0
2021,MYS,IDN,1.0
2021,SAU,IDN,0.0
2021,THA,IDN,1.0
2021,SG,IDN,1.0
2021,USA,IDN,0.0
2022,CHN,SGP,1.0
2022,HKG,SGP,1.0
2022,JPN,SGP,1.0
2022,KOR,SGP,1.0
2022,MYS,SGP,1.0
2022,SAU,SGP,0.0
2022,THA,SGP,1.0
2022,USA,SGP,1.0
2022,HKG,CHN,1.0
2022,JPN,CHN,0.0
2022,KOR,CHN,1.0
2022,MYS,CHN,1.0
2022,SAU,CHN,1.0
2022,THA,CHN,1.0
2022,USA,CHN,0.0
2022,JPN,HKG,1.0
2022,KOR,HKG,1.0
2022,MYS,HKG,1.0
2022,SAU,HKG,1.0
2022,THA,HKG,1.0
2022,USA,HKG,1.0
2022,KOR,JPN,1.0
2022,MYS,JPN,1.0
2022,SAU,JPN,1.0
2022,THA,JPN,1.0
2022,USA,JPN,1.0
2022,MYS,KOR,1.0
2022,SAU,KOR,0.0
2022,THA,KOR,1.0
2022,USA,KOR,1.0
2022,SAU,MYS,0.0
2022,THA,MYS,1.0
2022,USA,MYS,1.0
2022,THA,SAU,1.0
2022,USA,SAU,1.0
2022,USA,THA,0.0
2022,CHN,IDN,1.0
2022,HKG,IDN,1.0
2022,JPN,IDN,1.0
2022,KOR,IDN,0.0
2022,MYS,IDN,1.0
2022,SAU,IDN,0.0
2022,THA,IDN,1.0
2022,SG,IDN,1.0
2022,USA,IDN,0.0
2023,CHN,SGP,1.0
2023,HKG,SGP,1.0
2023,JPN,SGP,1.0
2023,KOR,SGP,1.0
2023,MYS,SGP,1.0
2023,SAU,SGP,0.0
2023,THA,SGP,1.0
2023,USA,SGP,1.0
2023,HKG,CHN,1.0
2023,JPN,CHN,0.0
2023,KOR,CHN,1.0
2023,MYS,CHN,1.0
2023,SAU,CHN,1.0
2023,THA,CHN,1.0
2023,USA,CHN,0.0
2023,JPN,HKG,1.0
2023,KOR,HKG,1.0
2023,MYS,HKG,1.0
2023,SAU,HKG,1.0
2023,THA,HKG,1.0
2023,USA,HKG,1.0
2023,KOR,JPN,1.0
2023,MYS,JPN,1.0
2023,SAU,JPN,1.0
2023,THA,JPN,1.0
2023,USA,JPN,1.0
2023,MYS,KOR,1.0
2023,SAU,KOR,0.0
2023,THA,KOR,1.0
2023,USA,KOR,1.0
2023,SAU,MYS,0.0
2023,THA,MYS,1.0
2023,USA,MYS,1.0
2023,THA,SAU,1.0
2023,USA,SAU,1.0
2023,USA,THA,0.0
2023,CHN,IDN,1.0
2023,HKG,IDN,1.0
2023,JPN,IDN,1.0
2023,KOR,IDN,1.0
2023,MYS,IDN,1.0
2023,SAU,IDN,0.0
2023,THA,IDN,1.0
2023,SG,IDN,1.0
2023,USA,IDN,0.0
2024,CHN,SGP,1.0
2024,HKG,SGP,1.0
2024,JPN,SGP,1.0
2024,KOR,SGP,1.0
2024,MYS,SGP,1.0
2024,SAU,SGP,0.0
2024,THA,SGP,1.0
2024,USA,SGP,1.0
2024,HKG,CHN,1.0
2024,JPN,CHN,0.0
2024,KOR,CHN,1.0
2024,MYS,CHN,1.0
2024,SAU,CHN,1.0
2024,THA,CHN,1.0
2024,USA,CHN,0.0
2024,JPN,HKG,0.0
2024,KOR,HKG,0.0
2024,MYS,HKG,1.0
2024,SAU,HKG,0.0
2024,THA,HKG,1.0
2024,USA,HKG,0.0
2024,KOR,JPN,0.0
2024,MYS,JPN,1.0
2024,SAU,JPN,0.0
2024,THA,JPN,1.0
2024,USA,JPN,1.0
2024,MYS,KOR,1.0
2024,SAU,KOR,0.0
2024,THA,KOR,1.0
2024,USA,KOR,1.0
2024,SAU,MYS,0.0
2024,THA,MYS,1.0
2024,USA,MYS,0.0
2024,THA,SAU,0.0
2024,USA,SAU,0.0
2024,USA,THA,0.0
2024,CHN,IDN,1.0
2024,HKG,IDN,1.0
2024,JPN,IDN,1.0
2024,KOR,IDN,1.0
2024,MYS,IDN,1.0
2024,SAU,IDN,0.0
2024,THA,IDN,1.0
2024,SG,IDN,1.0
2024,USA,IDN,0.0
