Year,Product,HS Code,Country,Country ISO,Imports,Exports,Trade Volume
2013,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,United Arab Emirates,ARE,11317834.41,123914478.9,135232313.31
2013,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",90,Viet Nam,VNM,56652028.03,253291753.1,309943781.13
2013,Organic chemicals,29,Australia,AUS,3938022.609,235766723.9,239704746.509
2013,Organic chemicals,29,Germany,DEU,256516779.2,15103646.75,271620425.95
2013,Organic chemicals,29,India,IND,413133633.7,1696828428.0,2109962061.7
2013,Organic chemicals,29,Philippines,PHL,1532995.075,108270299.2,109803294.275
2013,Organic chemicals,29,United Arab Emirates,ARE,40532166.08,55445679.7,95977845.78
2013,Organic chemicals,29,Viet Nam,VNM,3034653.651,206490620.8,209525274.451
2013,Plastics and articles thereof,39,Australia,AUS,36097774.99,261181224.9,297278999.89
2013,Plastics and articles thereof,39,Germany,DEU,326152403.6,44728985.22,370881388.82000005
2013,Plastics and articles thereof,39,India,IND,57730362.57,798813215.8,856543578.37
2013,Plastics and articles thereof,39,Philippines,PHL,9515948.964,453590572.8,463106521.764
2013,Plastics and articles thereof,39,United Arab Emirates,ARE,223288818.4,85323772.03,308612590.43
2013,Plastics and articles thereof,39,Viet Nam,VNM,26418809.43,704339745.0,730758554.43
2014,Chemical products n.e.c.,38,Australia,AUS,4401852.871,143855257.4,148257110.271
2014,Chemical products n.e.c.,38,Germany,DEU,220856148.8,41133304.27,261989453.07000002
2014,Chemical products n.e.c.,38,India,IND,46797068.49,240609051.9,287406120.39
2014,Chemical products n.e.c.,38,Philippines,PHL,1432219.414,77902734.85,79334954.264
2014,Chemical products n.e.c.,38,United Arab Emirates,ARE,442127.322,58757812.37,59199939.691999994
2014,Chemical products n.e.c.,38,Viet Nam,VNM,11125471.59,217588297.7,228713769.29
2014,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Australia,AUS,82857408.84,912319046.2,995176455.0400001
2014,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Germany,DEU,2589048855.0,2563069407.0,5152118262.0
2014,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,India,IND,222256047.3,2177267066.0,2399523113.3
2014,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Philippines,PHL,3771442933.0,2159718615.0,5931161548.0
2014,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,United Arab Emirates,ARE,32102419.28,911424704.6,943527123.88
2014,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",85,Viet Nam,VNM,1042841292.0,3625327776.0,4668169068.0
2014,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Australia,AUS,34627289.39,142102160.4,176729449.79000002
2014,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Germany,DEU,71002364.7,20760464.13,91762828.83
2014,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,India,IND,47108937.61,34880183.91,81989121.52
2014,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Philippines,PHL,8004262.727,188504044.5,196508307.227
2014,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,United Arab Emirates,ARE,9857890.84,78259600.51,88117491.35000001
2014,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",33,Viet Nam,VNM,7017479.487,199524740.9,206542220.387
2014,Metal; miscellaneous products of base metal,83,Australia,AUS,2617330.793,91190157.91,93807488.703
2014,Metal; miscellaneous products of base metal,83,Germany,DEU,36745001.76,14486314.93,51231316.69
2014,Metal; miscellaneous products of base metal,83,India,IND,10397503.72,14409786.69,24807290.41
2014,Metal; miscellaneous products of base metal,83,Philippines,PHL,2321581.062,23729055.71,26050636.772
2014,Metal; miscellaneous products of base metal,83,United Arab Emirates,ARE,157283.376,7603504.373,7760787.749
2014,Metal; miscellaneous products of base metal,83,Viet Nam,VNM,12632677.95,17117165.8,29749843.75
2014,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Australia,AUS,1784340082.0,7576185813.0,9360525895.0
2014,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Germany,DEU,19353475.86,1550409.896,20903885.756
2014,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,India,IND,5257699682.0,662448780.9,5920148462.9
2014,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Philippines,PHL,402139700.5,857878795.1,1260018495.6
2014,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,United Arab Emirates,ARE,14096512491.0,243236579.0,14339749070.0
2014,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",27,Viet Nam,VNM,363456126.4,2929546571.0,3293002697.4
