ReporterName,PartnerName,ProductCode,Year,TradeValue in 1000 USD_Export,TradeValue in 1000 USD_Import,Total_Trade,HS Code,4 digit categories,Product descriptions
Singapore,United States,70,2023,72383.503,79778.905,152162.408,70.0,7001 - 7020,Glass and glassware
Singapore,United States,69,2023,6537.509,33975.511,40513.02,69.0,6901 - 6914,Ceramic products
Singapore,United States,68,2023,5002.439,39659.082,44661.521,68.0,6801 - 6815,"Articles of stone, plaster, cement, asbestos, mica or similar materials"
Singapore,United States,67,2023,868.436,364.287,1232.723,67.0,6701 - 6704,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair
Singapore,United States,66,2023,5.804,250.957,256.76099999999997,66.0,6601 - 6603,"Umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof"
Singapore,United States,65,2023,800.032,2841.083,3641.1150000000002,65.0,6501 - 6507,Headgear and parts thereof
Singapore,United States,80,2023,58121.919,2649.64,60771.559,80.0,8001 - 8007,Tin and articles thereof
Singapore,United States,82,2023,74442.297,95862.264,170304.561,82.0,8201 - 8215,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal"
Singapore,United States,29,2023,3640702.66,608170.356,4248873.016,29.0,2901 - 2942,Organic chemicals
Singapore,United States,91,2023,63176.401,10632.787,73809.188,91.0,9101 - 9114,Clocks and watches and parts thereof
Singapore,United States,97,2023,416678.309,280884.607,697562.916,97.0,9701 - 9706,"Works of art, collectors' pieces, and antiques"
Singapore,United States,96,2023,4862.366,20070.401,24932.767,96.0,9601 - 9618,Miscellaneous manufactured articles
Singapore,United States,95,2023,97188.824,89727.031,186915.85499999998,95.0,9501 - 9508,"Toys, games and sports requisites; parts and accessories thereof"
Singapore,United States,94,2023,71231.689,76028.808,147260.497,94.0,9401 - 9406,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"
Singapore,United States,93,2023,43.389,2276.255,2319.6440000000002,93.0,9301 - 9307,Arms and ammunition; parts and accessories thereof
Singapore,United States,92,2023,323.876,13255.371,13579.247,92.0,9201 - 9209,Musical instruments; parts and accessories of such articles
Singapore,United States,90,2023,5622870.246,3753204.998,9376075.244,90.0,9001 - 9033,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
Singapore,United States,83,2023,30881.08,61979.726,92860.80600000001,83.0,8301 - 8311,Miscellaneous articles of base metal
Singapore,United States,89,2023,1191459.408,11390.678,1202850.0860000001,89.0,8901 - 8908,"Ships, boats and floating structures"
Singapore,United States,88,2023,807275.412,7742689.911,8549965.323,88.0,8801 - 8805,"Aircraft, spacecraft, and parts thereof"
Singapore,United States,87,2023,106406.427,254743.556,361149.983,87.0,8701 - 8716,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
Singapore,United States,86,2023,15009.4,14317.033,29326.432999999997,86.0,8601 - 8609,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
Singapore,United States,85,2023,13168496.0,3906137.684,17074633.684,85.0,8501 - 8548,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
Singapore,United States,84,2023,9378960.385,18238845.27,27617805.655,84.0,8401 - 8487,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
Singapore,United States,64,2023,23433.477,17079.075,40512.551999999996,64.0,6401 - 6406,"Footwear, gaiters and the like; parts of such articles"
Singapore,United States,63,2023,4836.648,29403.113,34239.761,63.0,6301 - 6310,Other made up textile articles; sets; worn clothing and worn textile articles; rags
Singapore,United States,62,2023,5587.444,16044.877,21632.321,62.0,6201 - 6217,"Articles of apparel and clothing accessories, not knitted or crocheted"
Singapore,United States,37,2023,5909.044,95705.429,101614.473,37.0,3701 - 3707,Photographic or cinematographic goods
Singapore,United States,43,2023,482.451,399.624,882.075,43.0,4301 - 4304,Furskins and artificial fur; manufactures thereof
Singapore,United States,42,2023,14847.483,23845.487,38692.97,42.0,4201 - 4206,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
Singapore,United States,41,2023,335.592,18785.416,19121.008,41.0,4101 - 4115,Raw hides and skins (other than furskins) and leather
Singapore,United States,40,2023,93376.969,187055.043,280432.012,40.0,4001 - 4017,Rubber and articles thereof
Singapore,United States,39,2023,439941.05,1376072.231,1816013.281,39.0,3901 - 3926,Plastics and articles thereof
Singapore,United States,38,2023,701666.49,1140831.315,1842497.805,38.0,3801 - 3825,Miscellaneous chemical products
Singapore,United States,36,2023,288.629,13633.389,13922.018,36.0,3601 - 3606,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations
Singapore,United States,61,2023,55417.252,19573.913,74991.16500000001,61.0,6101 - 6117,"Articles of apparel and clothing accessories, knitted or crocheted"
Singapore,United States,35,2023,10744.124,103332.461,114076.58499999999,35.0,3501 - 3507,Albuminoidal substances; modified starches; glues; enzymes
Singapore,United States,34,2023,47101.671,235454.424,282556.095,34.0,3401 - 3407,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster"
Singapore,United States,33,2023,370102.28,480502.707,850604.987,33.0,3301 - 3307,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
Singapore,United States,32,2023,40722.416,105960.247,146682.663,32.0,3201 - 3215,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
Singapore,United States,31,2023,6.141,4424.435,4430.576,31.0,3101 - 3105,Fertilisers
Singapore,United States,30,2023,1296501.233,714458.626,2010959.8590000002,30.0,3001 - 3006,Pharmaceutical products
Singapore,United States,44,2023,2198.777,6186.945,8385.722,44.0,4401 - 4421,Wood and articles of wood; wood charcoal
Singapore,United States,45,2023,9.843,118.502,128.345,45.0,4501 - 4504,Cork and articles of cork
Singapore,United States,46,2023,11.312,79.777,91.089,46.0,4601 - 4602,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork"
Singapore,United States,47,2023,10.421,10489.398,10499.819,47.0,4701 - 4707,Pulp of wood or of other fibrous cellulosic material; waste and scrap of paper or paperboard
Singapore,United States,48,2023,35780.743,43488.34,79269.083,48.0,4801 - 4823,"Paper and paperboard; articles of paper pulp, of paper or of paperboard"
Singapore,United States,49,2023,25921.223,73650.491,99571.71399999999,49.0,4901 - 4911,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"
Singapore,United States,50,2023,5.45,45.067,50.517,50.0,5001 - 5007,Silk
Singapore,United States,51,2023,,40.326,40.326,51.0,5101 - 5113,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"
Singapore,United States,52,2023,53.058,1814.763,1867.821,52.0,5201 - 5212,Cotton
Singapore,United States,53,2023,33.449,41.708,75.157,53.0,5301 - 5311,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn
Singapore,United States,54,2023,519.335,4858.278,5377.613,54.0,5401 - 5408,"Sewing thread of man-made filaments, whether or not put up for retail sale"
Singapore,United States,55,2023,109.642,11279.482,11389.124,55.0,5501 - 5516,Man-made staple fibres
Singapore,United States,56,2023,1672.287,13156.641,14828.928,56.0,5601 - 5609,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof"
Singapore,United States,57,2023,409.781,2154.992,2564.773,57.0,5701 - 5705,Carpets and other textile floor coverings
Singapore,United States,58,2023,245.718,30162.583,30408.301,58.0,5801 - 5811,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery
Singapore,United States,59,2023,6111.839,8664.837,14776.676,59.0,5901 - 5911,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use"
Singapore,United States,60,2023,4.629,365.312,369.94100000000003,60.0,6001 - 6006,Knitted or crocheted fabrics
Singapore,Thailand,54,2023,12411.175,11232.624,23643.799,54.0,5401 - 5408,"Sewing thread of man-made filaments, whether or not put up for retail sale"
Singapore,Thailand,53,2023,1.024,36.423,37.447,53.0,5301 - 5311,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn
Singapore,Thailand,52,2023,2729.973,3927.687,6657.66,52.0,5201 - 5212,Cotton
Singapore,Saudi Arabia,44,2023,5.954,2.878,8.832,44.0,4401 - 4421,Wood and articles of wood; wood charcoal
Singapore,Saudi Arabia,53,2023,,20.703,20.703,53.0,5301 - 5311,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn
Singapore,Saudi Arabia,52,2023,1.191,,1.191,52.0,5201 - 5212,Cotton
Singapore,Saudi Arabia,49,2023,4588.502,9.985,4598.487,49.0,4901 - 4911,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"
Singapore,Saudi Arabia,48,2023,2006.646,22.458,2029.104,48.0,4801 - 4823,"Paper and paperboard; articles of paper pulp, of paper or of paperboard"
Singapore,Saudi Arabia,47,2023,5150.482,,5150.482,47.0,4701 - 4707,Pulp of wood or of other fibrous cellulosic material; waste and scrap of paper or paperboard
Singapore,Saudi Arabia,46,2023,0.861,,0.861,46.0,4601 - 4602,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork"
Singapore,Saudi Arabia,43,2023,2.555,0.074,2.629,43.0,4301 - 4304,Furskins and artificial fur; manufactures thereof
Singapore,Saudi Arabia,56,2023,55.549,15.616,71.16499999999999,56.0,5601 - 5609,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof"
Singapore,Saudi Arabia,42,2023,3041.061,82.581,3123.6420000000003,42.0,4201 - 4206,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
Singapore,Saudi Arabia,40,2023,9046.984,21647.345,30694.329,40.0,4001 - 4017,Rubber and articles thereof
Singapore,Saudi Arabia,39,2023,47849.124,1477344.491,1525193.615,39.0,3901 - 3926,Plastics and articles thereof
Singapore,Saudi Arabia,38,2023,30720.816,22771.904,53492.72,38.0,3801 - 3825,Miscellaneous chemical products
Singapore,Saudi Arabia,37,2023,20.95,,20.95,37.0,3701 - 3707,Photographic or cinematographic goods
Singapore,Saudi Arabia,36,2023,0.503,,0.503,36.0,3601 - 3606,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations
Singapore,Saudi Arabia,54,2023,1356.164,,1356.164,54.0,5401 - 5408,"Sewing thread of man-made filaments, whether or not put up for retail sale"
Singapore,Saudi Arabia,57,2023,198.896,19.281,218.177,57.0,5701 - 5705,Carpets and other textile floor coverings
Singapore,Saudi Arabia,76,2023,256.934,151.579,408.51300000000003,76.0,7601 - 7616,Aluminium and articles thereof
Singapore,Saudi Arabia,68,2023,258.12,82.642,340.762,68.0,6801 - 6815,"Articles of stone, plaster, cement, asbestos, mica or similar materials"
Singapore,Saudi Arabia,74,2023,279.908,2312.246,2592.154,74.0,7401 - 7419,Copper and articles thereof
Singapore,Saudi Arabia,73,2023,53112.742,12380.255,65492.996999999996,73.0,7301 - 7326,Articles of iron or steel
Singapore,Saudi Arabia,72,2023,359.401,338.084,697.485,72.0,7201 - 7229,Iron and steel
Singapore,Saudi Arabia,71,2023,2445.892,4767.068,7212.96,71.0,7101 - 7118,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin"
Singapore,Saudi Arabia,70,2023,68.332,54.032,122.36399999999999,70.0,7001 - 7020,Glass and glassware
Singapore,Saudi Arabia,69,2023,4354.689,,4354.689,69.0,6901 - 6914,Ceramic products
Singapore,Saudi Arabia,67,2023,,0.052,0.052,67.0,6701 - 6704,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair
Singapore,Saudi Arabia,58,2023,13.483,,13.483,58.0,5801 - 5811,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery
Singapore,Saudi Arabia,65,2023,67.714,,67.714,65.0,6501 - 6507,Headgear and parts thereof
Singapore,Saudi Arabia,64,2023,2040.009,4.796,2044.805,64.0,6401 - 6406,"Footwear, gaiters and the like; parts of such articles"
Singapore,Saudi Arabia,63,2023,361.964,0.789,362.753,63.0,6301 - 6310,Other made up textile articles; sets; worn clothing and worn textile articles; rags
Singapore,Saudi Arabia,62,2023,9414.162,21.05,9435.212,62.0,6201 - 6217,"Articles of apparel and clothing accessories, not knitted or crocheted"
Singapore,Saudi Arabia,61,2023,8129.481,6.479,8135.96,61.0,6101 - 6117,"Articles of apparel and clothing accessories, knitted or crocheted"
Singapore,Saudi Arabia,59,2023,128.96,54.378,183.33800000000002,59.0,5901 - 5911,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use"
Singapore,Saudi Arabia,35,2023,1789.903,0.02,1789.923,35.0,3501 - 3507,Albuminoidal substances; modified starches; glues; enzymes
Singapore,Saudi Arabia,34,2023,5239.122,218.429,5457.551,34.0,3401 - 3407,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster"
Singapore,Saudi Arabia,33,2023,1999.41,471.823,2471.233,33.0,3301 - 3307,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
Singapore,Saudi Arabia,1,2023,0.745,,0.745,1.0,0101 - 0106,Live animals
Singapore,Saudi Arabia,9,2023,306.8,3.197,309.997,9.0,0901 - 0910,"Coffee, tea, mate and spices"
Singapore,Saudi Arabia,8,2023,,1579.114,1579.114,8.0,0801 - 0814,Edible fruit and nuts; peel of citrus fruit or melons
Singapore,Saudi Arabia,7,2023,,0.007,0.007,7.0,0701 - 0714,Edible vegetables and certain roots and tubers
Singapore,Saudi Arabia,6,2023,39.028,,39.028,6.0,0601 - 0604,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage"
Singapore,Saudi Arabia,4,2023,12153.941,526.197,12680.138,4.0,0401 - 0410,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
Singapore,Saudi Arabia,3,2023,18.152,1700.166,1718.318,3.0,0301 - 0307,"Fish and crustaceans, molluscs and other aquatic invertebrates"
Singapore,Malaysia,99,2023,498579.423,115180.539,613759.962,,,
Singapore,Saudi Arabia,32,2023,589.031,397.548,986.579,32.0,3201 - 3215,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
Singapore,Malaysia,97,2023,4690.944,3785.064,8476.008,97.0,9701 - 9706,"Works of art, collectors' pieces, and antiques"
Singapore,Malaysia,96,2023,20415.721,56249.141,76664.86200000001,96.0,9601 - 9618,Miscellaneous manufactured articles
Singapore,Malaysia,95,2023,129077.436,85954.451,215031.887,95.0,9501 - 9508,"Toys, games and sports requisites; parts and accessories thereof"
Singapore,Malaysia,94,2023,33089.256,292976.785,326066.04099999997,94.0,9401 - 9406,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"
Singapore,Malaysia,93,2023,4.468,,4.468,93.0,9301 - 9307,Arms and ammunition; parts and accessories thereof
Singapore,Malaysia,92,2023,5146.274,1970.693,7116.967000000001,92.0,9201 - 9209,Musical instruments; parts and accessories of such articles
Singapore,Saudi Arabia,11,2023,,0.106,0.106,11.0,1101 - 1109,Products of the milling industry; malt; starches; inulin; wheat gluten
Singapore,Saudi Arabia,12,2023,6917.009,,6917.009,12.0,1201 - 1214,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
Singapore,Saudi Arabia,13,2023,1191.659,,1191.659,13.0,1301 - 1302,"Lac; gums, resins and other vegetable saps and extracts"
Singapore,Saudi Arabia,15,2023,7316.005,0.028,7316.033,15.0,1501 - 1522,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
Singapore,Saudi Arabia,17,2023,2207.727,1.966,2209.6929999999998,17.0,1701 - 1704,Sugars and sugar confectionery
Singapore,Saudi Arabia,18,2023,11582.432,3.48,11585.912,18.0,1801 - 1806,Cocoa and cocoa preparations
Singapore,Saudi Arabia,19,2023,3865.067,12.788,3877.855,19.0,1901 - 1905,"Preparations of cereals, flour, starch or milk; pastrycooks' products"
Singapore,Saudi Arabia,20,2023,47.249,5.441,52.690000000000005,20.0,2001 - 2009,"Preparations of vegetables, fruit, nuts or other parts of plants"
Singapore,Saudi Arabia,21,2023,18577.479,21.688,18599.166999999998,21.0,2101 - 2106,Miscellaneous edible preparations
Singapore,Saudi Arabia,22,2023,648.038,51.129,699.167,22.0,2201 - 2209,"Beverages, spirits and vinegar"
Singapore,Saudi Arabia,23,2023,102.189,,102.189,23.0,2301 - 2309,Residues and waste from the food industries; prepared animal fodder
Singapore,Saudi Arabia,25,2023,1.746,0.002,1.748,25.0,2501 - 2530,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
Singapore,Saudi Arabia,27,2023,98388.185,4719169.806,4817557.990999999,27.0,2701 - 2715,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
Singapore,Saudi Arabia,28,2023,12350.881,208.337,12559.217999999999,28.0,2801 - 2853,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
Singapore,Saudi Arabia,29,2023,18962.928,429050.831,448013.759,29.0,2901 - 2942,Organic chemicals
Singapore,Saudi Arabia,30,2023,4796.21,144.08,4940.29,30.0,3001 - 3006,Pharmaceutical products
Singapore,Saudi Arabia,31,2023,,967.43,967.43,31.0,3101 - 3105,Fertilisers
Singapore,Saudi Arabia,75,2023,3155.151,292.905,3448.0559999999996,75.0,7501 - 7508,Nickel and articles thereof
Singapore,Saudi Arabia,79,2023,7288.936,,7288.936,79.0,7901 - 7907,Zinc and articles thereof
Singapore,Thailand,51,2023,960.835,3.588,964.423,51.0,5101 - 5113,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"
Singapore,Thailand,26,2023,393.854,277.176,671.03,26.0,2601 - 2621,"Ores, slag and ash"
Singapore,Thailand,32,2023,89545.408,23072.475,112617.883,32.0,3201 - 3215,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"
Singapore,Thailand,31,2023,1856.643,56.189,1912.832,31.0,3101 - 3105,Fertilisers
Singapore,Thailand,30,2023,205629.243,15444.815,221074.058,30.0,3001 - 3006,Pharmaceutical products
Singapore,Thailand,29,2023,647079.673,111031.874,758111.5469999999,29.0,2901 - 2942,Organic chemicals
Singapore,Thailand,28,2023,20066.827,20757.324,40824.151,28.0,2801 - 2853,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"
Singapore,Thailand,27,2023,1065658.328,1737981.31,2803639.6380000003,27.0,2701 - 2715,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
Singapore,Thailand,25,2023,4499.313,34161.88,38661.193,25.0,2501 - 2530,"Salt; sulphur; earths and stone; plastering materials, lime and cement"
Singapore,Thailand,34,2023,59592.188,25992.804,85584.992,34.0,3401 - 3407,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster"
Singapore,Thailand,24,2023,77285.952,54.025,77339.977,24.0,2401 - 2403,Tobacco and manufactured tobacco substitutes
Singapore,Thailand,23,2023,27058.749,24081.642,51140.391,23.0,2301 - 2309,Residues and waste from the food industries; prepared animal fodder
Singapore,Thailand,22,2023,284968.678,31201.271,316169.949,22.0,2201 - 2209,"Beverages, spirits and vinegar"
Singapore,Thailand,21,2023,302745.939,51393.266,354139.205,21.0,2101 - 2106,Miscellaneous edible preparations
Singapore,Thailand,20,2023,3365.947,28565.213,31931.16,20.0,2001 - 2009,"Preparations of vegetables, fruit, nuts or other parts of plants"
Singapore,Thailand,19,2023,121533.466,43532.631,165066.097,19.0,1901 - 1905,"Preparations of cereals, flour, starch or milk; pastrycooks' products"
Singapore,Thailand,33,2023,686170.096,84729.813,770899.909,33.0,3301 - 3307,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"
Singapore,Thailand,35,2023,20916.632,9768.73,30685.362,35.0,3501 - 3507,Albuminoidal substances; modified starches; glues; enzymes
Singapore,Saudi Arabia,80,2023,4.017,,4.017,80.0,8001 - 8007,Tin and articles thereof
Singapore,Thailand,44,2023,3161.95,5718.756,8880.706,44.0,4401 - 4421,Wood and articles of wood; wood charcoal
Singapore,Thailand,50,2023,35.274,64.035,99.309,50.0,5001 - 5007,Silk
Singapore,Thailand,49,2023,29894.378,938.43,30832.808,49.0,4901 - 4911,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"
Singapore,Thailand,48,2023,122679.521,22785.365,145464.886,48.0,4801 - 4823,"Paper and paperboard; articles of paper pulp, of paper or of paperboard"
Singapore,Thailand,47,2023,7138.872,2.063,7140.935,47.0,4701 - 4707,Pulp of wood or of other fibrous cellulosic material; waste and scrap of paper or paperboard
Singapore,Thailand,46,2023,31.644,146.256,177.9,46.0,4601 - 4602,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork"
Singapore,Thailand,45,2023,47.92,76.972,124.892,45.0,4501 - 4504,Cork and articles of cork
Singapore,Thailand,43,2023,973.112,284.158,1257.27,43.0,4301 - 4304,Furskins and artificial fur; manufactures thereof
Singapore,Thailand,36,2023,132.97,1814.752,1947.722,36.0,3601 - 3606,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations
Singapore,Thailand,42,2023,198566.064,31599.371,230165.435,42.0,4201 - 4206,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"
Singapore,Thailand,41,2023,526.797,640.06,1166.857,41.0,4101 - 4115,Raw hides and skins (other than furskins) and leather
Singapore,Thailand,40,2023,141107.546,58284.43,199391.976,40.0,4001 - 4017,Rubber and articles thereof
Singapore,Thailand,39,2023,580464.754,124714.321,705179.075,39.0,3901 - 3926,Plastics and articles thereof
Singapore,Thailand,38,2023,304365.337,39632.583,343997.92,38.0,3801 - 3825,Miscellaneous chemical products
Singapore,Thailand,37,2023,6549.632,235.553,6785.1849999999995,37.0,3701 - 3707,Photographic or cinematographic goods
Singapore,Thailand,18,2023,21255.553,512.602,21768.155,18.0,1801 - 1806,Cocoa and cocoa preparations
Singapore,Thailand,17,2023,7256.838,111777.609,119034.447,17.0,1701 - 1704,Sugars and sugar confectionery
Singapore,Thailand,16,2023,1265.24,154885.572,156150.81199999998,16.0,1601 - 1605,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates"
Singapore,Saudi Arabia,88,2023,7838.282,191.744,8030.026,88.0,8801 - 8805,"Aircraft, spacecraft, and parts thereof"
Singapore,Saudi Arabia,95,2023,229.382,97.499,326.881,95.0,9501 - 9508,"Toys, games and sports requisites; parts and accessories thereof"
Singapore,Saudi Arabia,94,2023,1628.147,1200.774,2828.921,94.0,9401 - 9406,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"
Singapore,Saudi Arabia,92,2023,,2.403,2.403,92.0,9201 - 9209,Musical instruments; parts and accessories of such articles
Singapore,Saudi Arabia,91,2023,187.985,1.641,189.626,91.0,9101 - 9114,Clocks and watches and parts thereof
Singapore,Saudi Arabia,90,2023,49545.072,724.449,50269.521,90.0,9001 - 9033,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"
Singapore,Saudi Arabia,89,2023,21647.809,,21647.809,89.0,8901 - 8908,"Ships, boats and floating structures"
Singapore,Saudi Arabia,87,2023,10511.082,2.599,10513.681,87.0,8701 - 8716,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"
Singapore,Thailand,15,2023,10269.557,3892.358,14161.915,15.0,1501 - 1522,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
Singapore,Saudi Arabia,86,2023,359.377,3.539,362.916,86.0,8601 - 8609,"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"
Singapore,Saudi Arabia,85,2023,96560.275,8725.381,105285.65599999999,85.0,8501 - 8548,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"
Singapore,Saudi Arabia,84,2023,442833.169,15865.389,458698.558,84.0,8401 - 8487,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"
Singapore,Saudi Arabia,83,2023,1926.033,86.8,2012.8329999999999,83.0,8301 - 8311,Miscellaneous articles of base metal
Singapore,Saudi Arabia,82,2023,2215.525,162.219,2377.744,82.0,8201 - 8215,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal"
Singapore,Saudi Arabia,81,2023,37.353,2.29,39.643,81.0,8101 - 8113,Other base metals; cermets; articles thereof
Singapore,Saudi Arabia,96,2023,474.394,21.778,496.172,96.0,9601 - 9618,Miscellaneous manufactured articles
Singapore,Saudi Arabia,97,2023,28.457,,28.457,97.0,9701 - 9706,"Works of art, collectors' pieces, and antiques"
Singapore,Saudi Arabia,99,2023,117500.076,203.249,117703.325,,,
Singapore,Thailand,1,2023,54.638,58.111,112.749,1.0,0101 - 0106,Live animals
Singapore,Thailand,2,2023,1488.972,21751.063,23240.035,2.0,0201 - 0210,Meat and edible meat offal
Singapore,Thailand,3,2023,10889.499,18413.482,29302.981,3.0,0301 - 0307,"Fish and crustaceans, molluscs and other aquatic invertebrates"
Singapore,Thailand,4,2023,44325.769,108585.677,152911.446,4.0,0401 - 0410,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"
Singapore,Thailand,5,2023,0.426,65.977,66.403,5.0,0501 - 0511,"Products of animal origin, not elsewhere specified or included"
Singapore,Thailand,6,2023,27.297,3216.782,3244.079,6.0,0601 - 0604,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage"
Singapore,Thailand,7,2023,86.17,33613.726,33699.896,7.0,0701 - 0714,Edible vegetables and certain roots and tubers
Singapore,Thailand,8,2023,1134.364,33795.404,34929.768000000004,8.0,0801 - 0814,Edible fruit and nuts; peel of citrus fruit or melons
Singapore,Thailand,9,2023,3648.317,7124.895,10773.212,9.0,0901 - 0910,"Coffee, tea, mate and spices"
Singapore,Thailand,10,2023,44.564,96906.686,96951.25,10.0,1001 - 1008,Cereals
Singapore,Thailand,11,2023,6986.186,39357.908,46344.094000000005,11.0,1101 - 1109,Products of the milling industry; malt; starches; inulin; wheat gluten
Singapore,Thailand,12,2023,208.577,4733.865,4942.442,12.0,1201 - 1214,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants ; straw and fodder"
Singapore,Thailand,13,2023,1340.38,352.741,1693.121,13.0,1301 - 1302,"Lac; gums, resins and other vegetable saps and extracts"
Singapore,Thailand,14,2023,169.622,28.638,198.26000000000002,14.0,1401 - 1404,Vegetable plaiting materials; vegetable products not elsewhere specified or included
Singapore,Indonesia,95,2023,150706.845,48958.048,199664.893,95.0,9501 - 9508,"Toys, games and sports requisites; parts and accessories thereof"
Singapore,United States,99,2023,200337.668,255050.26,455387.928,,,
